Common name,GPCRdb ID,Reference ligand,Vendors,Species,Assay Type,Activity Type,Activity Relation,Activity Value,p-value (-log),Fold selectivity,Tested GPCRs,Assay Description,Source,Mol weight,Rot Bonds,H don,H acc,LogP,Smiles,DOI
flunarizine,1657,,39,Human,Binding,pKi,=,6.93,8.16,-5,28,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),Drug Central,"404,2",6,0,2,"5,38",Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,-
fluoxetine,1658,,52,Human,Binding,AC50,=,7056.9,5.15,-1862,44,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"309,1",6,1,2,"4,43",CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,https://dx.doi.org/10.1038/s41467-023-40064-9
fluphenazine,1662,,37,Human,Binding,AC50,=,3.8,8.42,-1,69,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"437,2",6,1,5,"4,31",OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,https://dx.doi.org/10.1038/s41467-023-40064-9
fluphenazine,1662,,37,Human,Binding,IC50,=,1.62,8.79,-1,69,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"437,2",6,1,5,"4,31",OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,-
fluphenazine,1662,,37,Human,Binding,Ki,=,0.54,9.27,-1,69,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"437,2",6,1,5,"4,31",OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,-
fluspirilene,1664,,37,Human,Binding,AC50,=,43.0,7.37,-1,48,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"475,2",7,1,3,"5,30",O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,https://dx.doi.org/10.1038/s41467-023-40064-9
GALLOPAMIL,189330,,32,Human,Binding,AC50,=,10000.0,5.0,-,10,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"484,3",14,0,7,"5,10",COc1ccc(CCN(C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,https://dx.doi.org/10.1038/s41467-023-40064-9
haloperidol,1911,,63,Human,Binding,AC50,=,12.2,7.91,-1,93,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"375,1",6,1,3,"4,43",O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,https://dx.doi.org/10.1038/s41467-023-40064-9
haloperidol,1911,,63,Human,Binding,IC50,=,6.59,8.18,-1,93,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"375,1",6,1,3,"4,43",O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,-
haloperidol,1911,,63,Human,Binding,Ki,=,2.2,8.66,-1,93,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"375,1",6,1,3,"4,43",O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,-
HEXAMETHYL PARAROSANILINE,176253,,16,Human,Binding,IC50,=,3178.0,5.5,-2,25,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"372,2",4,0,2,"4,46",CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,-
HEXAMETHYL PARAROSANILINE,176253,,16,Human,Binding,Ki,=,1059.0,5.97,-2,25,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"372,2",4,0,2,"4,46",CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,-
HEXAMETHYL PARAROSANILINE,176253,,16,Human,Binding,pKi,=,5.97,8.22,-2,25,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),Drug Central,"372,2",4,0,2,"4,46",CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,-
hydroxyzine,1957,,46,Human,Binding,AC50,=,2400.0,5.62,-5,16,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"374,2",8,1,4,"3,06",OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,https://dx.doi.org/10.1038/s41467-023-40064-9
IBOPAMINE,103167,,14,Human,Binding,AC50,=,28000.1,4.55,-,7,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"307,2",7,1,5,"2,57",CNCCc1ccc(OC(=O)C(C)C)c(OC(=O)C(C)C)c1,https://dx.doi.org/10.1038/s41467-023-40064-9
IDARUBICIN,9427,,34,Human,Binding,AC50,=,10999.9,4.96,-,13,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"497,2",3,5,10,"1,02",CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,https://dx.doi.org/10.1038/s41467-023-40064-9
IFENPRODIL,102826,,36,Human,Binding,AC50,=,2700.0,5.57,-,16,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"325,2",5,2,3,"3,77",CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,https://dx.doi.org/10.1038/s41467-023-40064-9
iloperidone,2006,,61,Human,Binding,AC50,=,45.4,7.34,-7,48,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"426,2",8,0,6,"4,83",COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,https://dx.doi.org/10.1038/s41467-023-40064-9
imipramine,2013,,42,Human,Binding,AC50,=,1300.0,5.89,-20,44,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"280,2",4,0,2,"3,88",CN(C)CCCN1c2ccccc2CCc2ccccc21,https://dx.doi.org/10.1038/s41467-023-40064-9
INDOCYANINE GREEN ACID FORM,14499,,5,Human,Binding,AC50,=,8799.9,5.06,-,25,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"752,3",14,1,6,"8,71",CC1(C)C(/C=C/C=C/C=C/C=C2\N(CCCCS(=O)(=O)O)c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21,https://dx.doi.org/10.1038/s41467-023-40064-9
IPRINDOLE,17999,,26,Human,Binding,AC50,=,6200.0,5.21,-,25,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"284,2",4,0,2,"4,25",CN(C)CCCn1c2c(c3ccccc31)CCCCCC2,https://dx.doi.org/10.1038/s41467-023-40064-9
ISOCONAZOLE,50314,,27,Human,Binding,AC50,=,8900.0,5.05,-,5,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,414,6,0,3,"6,46",Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,https://dx.doi.org/10.1038/s41467-023-40064-9
ITOPRIDE,78319,,35,Human,Binding,AC50,=,9600.0,5.02,-,3,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"358,2",9,1,5,"2,57",COc1ccc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc1OC,https://dx.doi.org/10.1038/s41467-023-40064-9
ketanserin,2181,,61,Human,Binding,AC50,=,2500.0,5.6,-177,56,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"395,2",5,1,5,"2,42",O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,https://dx.doi.org/10.1038/s41467-023-40064-9
LASOFOXIFENE,111644,,40,Human,Binding,AC50,=,8600.0,5.07,-,23,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"413,2",6,1,3,"5,73",Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,https://dx.doi.org/10.1038/s41467-023-40064-9
LIDAMIDINE,172649,,27,Human,Binding,AC50,=,1600.0,5.8,-,3,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"220,1",1,3,2,"1,37",CN=C(N)NC(=O)Nc1c(C)cccc1C,https://dx.doi.org/10.1038/s41467-023-40064-9
LIDOFLAZINE,209699,,30,Human,Binding,AC50,=,1500.0,5.82,-,18,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"491,3",9,1,3,"5,75",Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,https://dx.doi.org/10.1038/s41467-023-40064-9
lisuride,2325,,21,Human,Binding,IC50,=,2.86,8.54,-2,44,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"338,2",3,2,2,"2,84",CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,-
lisuride,2325,,21,Human,Binding,Ki,=,0.95,9.02,-2,44,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"338,2",3,2,2,"2,84",CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,-
LOFEPRAMINE,208853,,39,Human,Binding,AC50,=,18999.8,4.72,-15,25,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"418,2",7,0,3,"5,78",CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1,https://dx.doi.org/10.1038/s41467-023-40064-9
LOMERIZINE,100668,,35,Human,Binding,AC50,=,7000.0,5.16,-,16,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"468,2",8,0,5,"4,90",COc1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(OC)c1OC,https://dx.doi.org/10.1038/s41467-023-40064-9
LONAZOLAC,23640,,36,Human,Binding,AC50,=,830.0,6.08,-,1,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"312,1",4,1,3,"3,82",O=C(O)Cc1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1,https://dx.doi.org/10.1038/s41467-023-40064-9
loxapine,2348,,42,Human,Binding,AC50,=,58.3,7.23,-4,52,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"327,1",0,0,4,"3,77",CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,https://dx.doi.org/10.1038/s41467-023-40064-9
lurasidone,2385,,44,Human,Binding,AC50,=,18.0,7.75,-2,19,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"492,3",5,0,6,"4,26",O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1,https://dx.doi.org/10.1038/s41467-023-40064-9
MADURAMICIN,67820,,12,Human,Binding,IC50,=,702.0,6.15,-295,15,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"916,5",13,4,16,"4,32",CO[C@H]1C[C@@H](O[C@H]2C[C@H]([C@H]3O[C@](C)(O)[C@H](C)C[C@@H]3C)O[C@H]2[C@]2(C)CC[C@H]([C@]3(C)CC[C@]4(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H]5O[C@](O)(CC(=O)O)[C@@H](C)[C@H](OC)[C@H]5OC)O4)O3)O2)O[C@@H](C)[C@@H]1OC,-
MADURAMICIN,67820,,12,Human,Binding,Ki,=,234.0,6.63,-295,15,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"916,5",13,4,16,"4,32",CO[C@H]1C[C@@H](O[C@H]2C[C@H]([C@H]3O[C@](C)(O)[C@H](C)C[C@@H]3C)O[C@H]2[C@]2(C)CC[C@H]([C@]3(C)CC[C@]4(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H]5O[C@](O)(CC(=O)O)[C@@H](C)[C@H](OC)[C@H]5OC)O4)O3)O2)O[C@@H](C)[C@@H]1OC,-
MANIDIPINE 6300,7228,,58,Human,Binding,AC50,=,6599.9,5.18,-,6,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"610,3",10,1,9,"4,95",COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1,https://dx.doi.org/10.1038/s41467-023-40064-9
MAPROTILINE,82440,,34,Human,Binding,AC50,=,12999.9,4.89,-128,29,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"277,2",4,1,1,"4,21",CNCCCC12CCC(c3ccccc31)c1ccccc12,https://dx.doi.org/10.1038/s41467-023-40064-9
MAPROTILINE,82440,,34,Human,Binding,IC50,=,3463.0,5.46,-128,29,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"277,2",4,1,1,"4,21",CNCCCC12CCC(c3ccccc31)c1ccccc12,-
MAPROTILINE,82440,,34,Human,Binding,Ki,=,1154.0,5.94,-128,29,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"277,2",4,1,1,"4,21",CNCCCC12CCC(c3ccccc31)c1ccccc12,-
MASOPROCOL,106495,,32,Human,Binding,AC50,=,6900.0,5.16,-,14,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"302,2",5,4,4,"3,57",C[C@@H](Cc1ccc(O)c(O)c1)[C@H](C)Cc1ccc(O)c(O)c1,https://dx.doi.org/10.1038/s41467-023-40064-9
MASOPROCOL,106495,,32,Human,Binding,AC50,=,10000.0,5.0,-,14,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"302,2",5,4,4,"3,57",C[C@@H](Cc1ccc(O)c(O)c1)[C@H](C)Cc1ccc(O)c(O)c1,https://dx.doi.org/10.1038/s41467-023-40064-9
MEBEVERINE,99367,,27,Human,Binding,AC50,=,21000.0,4.68,-,13,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"429,3",13,0,6,"4,60",CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,https://dx.doi.org/10.1038/s41467-023-40064-9
MECLIZINE,55838,,37,Human,Binding,AC50,=,3100.0,5.51,-,19,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"390,2",5,0,2,"5,56",Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,https://dx.doi.org/10.1038/s41467-023-40064-9
MELITRACEN,9159,,27,Human,Binding,AC50,=,5400.0,5.27,-,21,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"291,2",3,0,1,"4,71",CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21,https://dx.doi.org/10.1038/s41467-023-40064-9
MEQUITAZINE,207084,,54,Human,Binding,AC50,=,8600.0,5.07,-,19,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"322,1",2,0,3,"4,63",c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,https://dx.doi.org/10.1038/s41467-023-40064-9
metergoline,2496,,39,Human,Binding,IC50,=,63.0,7.2,-23,49,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"403,2",4,1,4,"4,07",CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,-
metergoline,2496,,39,Human,Binding,Ki,=,21.0,7.68,-23,49,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"403,2",4,1,4,"4,07",CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,-
metergoline,2496,,39,Human,Binding,pKi,=,7.68,8.11,-23,49,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),Drug Central,"403,2",4,1,4,"4,07",CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,-
methylergonovine,2509,,14,Human,Binding,IC50,=,829.0,6.08,-31,20,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"339,2",4,3,3,"1,93",CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,-
methylergonovine,2509,,14,Human,Binding,Ki,=,276.0,6.56,-31,20,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"339,2",4,3,3,"1,93",CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,-
methylergonovine,2509,,14,Human,Binding,pKi,=,6.56,8.18,-31,20,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),Drug Central,"339,2",4,3,3,"1,93",CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,-
methysergide,2514,,19,Human,Binding,AC50,=,310.0,6.51,-223,69,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"353,2",4,2,4,"1,94",CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,https://dx.doi.org/10.1038/s41467-023-40064-9
methysergide,2514,,19,Human,Binding,IC50,=,807.0,6.09,-223,69,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"353,2",4,2,4,"1,94",CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,-
methysergide,2514,,19,Human,Binding,Ki,=,269.0,6.57,-223,69,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"353,2",4,2,4,"1,94",CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,-
methysergide,2514,,19,Human,Binding,pKi,=,6.57,8.18,-223,69,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),Drug Central,"353,2",4,2,4,"1,94",CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,-
metoclopramide,2518,,51,Human,Binding,AC50,=,110.0,6.96,-2,27,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"299,1",7,2,4,"2,00",CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,https://dx.doi.org/10.1038/s41467-023-40064-9
metoclopramide,2518,,51,Human,Binding,IC50,=,127.0,6.9,-2,27,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"299,1",7,2,4,"2,00",CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,-
metoclopramide,2518,,51,Human,Binding,Ki,=,42.0,7.38,-2,27,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"299,1",7,2,4,"2,00",CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,-
mianserin,2532,,33,Human,Binding,AC50,=,3200.0,5.5,-316,63,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"264,2",0,0,2,"3,08",CN1CCN2c3ccccc3Cc3ccccc3C2C1,https://dx.doi.org/10.1038/s41467-023-40064-9
MICONAZOLE,209380,,58,Human,Binding,IC50,=,12504.0,4.9,-29,36,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,414,6,0,3,"6,46",Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,-
MICONAZOLE,209380,,58,Human,Binding,Ki,=,4168.0,5.38,-29,36,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,414,6,0,3,"6,46",Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,-
MICONAZOLE,209380,,58,Human,Binding,pKi,=,5.38,8.27,-29,36,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),Drug Central,414,6,0,3,"6,46",Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,-
molindone,2590,,33,Human,Binding,AC50,=,209.4,6.68,-3,31,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"276,2",3,1,3,"1,96",CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,https://dx.doi.org/10.1038/s41467-023-40064-9
NAFAMOSTAT,98126,,43,Human,Binding,AC50,=,20000.0,4.7,-,15,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"347,1",4,5,4,"2,65",N=C(N)Nc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2)cc1,https://dx.doi.org/10.1038/s41467-023-40064-9
NAFTIFINE,205329,,22,Human,Binding,AC50,=,3900.0,5.41,-,6,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"287,2",5,0,1,"4,99",CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12,https://dx.doi.org/10.1038/s41467-023-40064-9
NAFTOPIDIL,34231,,58,Human,Binding,AC50,=,1000.0,6.0,-,21,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"392,2",7,1,5,"3,41",COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,https://dx.doi.org/10.1038/s41467-023-40064-9
nebivolol,2757,,41,Human,Binding,AC50,=,3500.0,5.46,-,24,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"405,2",6,3,5,"2,36",OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,https://dx.doi.org/10.1038/s41467-023-40064-9
nefazodone,2759,,31,Human,Binding,AC50,=,270.0,6.57,-20,40,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"469,2",10,0,7,"3,55",CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,https://dx.doi.org/10.1038/s41467-023-40064-9
nemonapride,2762,,13,Human,Binding,AC50,=,0.3,9.52,-3,31,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"387,2",6,2,4,"3,78",CNc1cc(OC)c(C(=O)NC2CCN(Cc3ccccc3)C2C)cc1Cl,https://dx.doi.org/10.1038/s41467-023-40064-9
NERATINIB,63562,,59,Human,Binding,AC50,=,9900.1,5.0,-,6,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"556,2",11,2,8,"5,93",CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,https://dx.doi.org/10.1038/s41467-023-40064-9
NITAZOXANIDE,31229,,62,Human,Binding,AC50,=,14000.1,4.85,-,32,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,307,4,1,7,"2,23",CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,https://dx.doi.org/10.1038/s41467-023-40064-9
NITRACRINE,96601,,25,Human,Binding,AC50,=,14000.1,4.85,-,13,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"324,2",6,1,5,"3,66",CN(C)CCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,https://dx.doi.org/10.1038/s41467-023-40064-9
NITROXOLINE,37419,,62,Human,Binding,AC50,=,6400.0,5.19,-,10,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,190,1,1,4,"1,85",O=[N+]([O-])c1ccc(O)c2ncccc12,https://dx.doi.org/10.1038/s41467-023-40064-9
nortriptyline,2866,,32,Human,Binding,AC50,=,5699.9,5.24,-17,35,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"263,2",3,1,1,"3,83",CNCCC=C1c2ccccc2CCc2ccccc21,https://dx.doi.org/10.1038/s41467-023-40064-9
olanzapine,2914,,65,Human,Binding,AC50,=,71.0,7.15,-10,67,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"312,1",1,1,5,"1,75",Cc1cc2c(s1)=Nc1ccccc1NC=2N1CCN(C)CC1,https://dx.doi.org/10.1038/s41467-023-40064-9
olanzapine,2914,,65,Human,Binding,IC50,=,118.0,6.93,-10,67,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"312,1",1,1,5,"1,75",Cc1cc2c(s1)=Nc1ccccc1NC=2N1CCN(C)CC1,-
olanzapine,2914,,65,Human,Binding,Ki,=,39.0,7.41,-10,67,DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone),ChEMBL,"312,1",1,1,5,"1,75",Cc1cc2c(s1)=Nc1ccccc1NC=2N1CCN(C)CC1,-
OPIPRAMOL,133581,,40,Human,Binding,AC50,=,884.6,6.05,-,15,"Binding affinity towards human DRD2 in an in vitro assay with cellular components measured by membrane filtration, scintillation proximity assay",ChEMBL,"363,2",6,1,4,"3,31",OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,https://dx.doi.org/10.1038/s41467-023-40064-9
