Common name;GPCRdb ID;Reference ligand;Vendors;Species;Assay Type;Activity Type;Activity Relation;Activity Value;p-value (-log);Fold selectivity;Tested GPCRs;Assay Description;Source;Mol weight;Rot Bonds;H don;H acc;LogP;Smiles;DOI
(1R,2S)-PHENYLPROPANOLAMINE;27120;3H-NMSP;13;Human;Binding;pKi;=;10000,00;5,00;-38;42;-;PDSP KiDatabase;151,1;2;2;2;1,07;C[C@H](N)[C@H](O)c1ccccc1;-
(1S,2S)-1-[(S)-2-[4-(2,4-Dimethylphenyl)piperazyl]-ethyl]-2-methyl-2-phenylcyclopropane;219635;UNDEFINED;0;Human;Binding;pKi;=;10000,00;5,00;-;1;-;PDSP KiDatabase;348,3;4;0;2;4,79;Cc1ccc(N2CCN(C(C)C3CC3(C)c3ccccc3)CC2)c(C)c1;-
(1S,2S)-1-[(S)-2-[4-(2,4-Dimethylphenyl)piperazyl]-ethyl]-2-methyl-2-phenylcyclopropane;219635;UNDEFINED;0;Human;Binding;pKi;=;10000,00;5,00;-;1;-;PDSP KiDatabase;348,3;4;0;2;4,79;Cc1ccc(N2CCN(C(C)C3CC3(C)c3ccccc3)CC2)c(C)c1;-
(1S,2S)-1-[4-(2,4-Dimethylphenyl)piperazyl]methyl-2-methyl-2-phenylcyclopropane;219636;UNDEFINED;0;Human;Binding;pKi;=;10000,00;5,00;-;1;-;PDSP KiDatabase;334,2;4;0;2;4,40;Cc1ccc(N2CCN(CC3CC3(C)c3ccccc3)CC2)c(C)c1;-
(3R)-3-((3-((2-oxo-1,2,3,4-tetrahydroquinolin-7-yl)methyl)-8-azabicyclo[3.2.1]octan-8-yl)methyl)-7,9-dihydro-2H-[1,4]dioxino[2,3-e]indol-8(3H)-one;220141;UNDEFINED;0;Human;Binding;pKi;=;16,00;7,80;-;1;-;PDSP KiDatabase;473,2;4;2;5;3,69;O=C1CCc2ccc(CC3CC4CCC(C3)N4CC3COc4c(ccc5c4CC(=O)N5)O3)cc2N1;-
(3S)-3-(((6-fluoro-2,3,4,9-tetrahydro-1H-carbazol-2-yl)methylamino)methyl)-7,9-dihydro-2H-[1,4]dioxino[2,3-e]indol-8(3H)-one;219952;UNDEFINED;0;Human;Binding;pKi;=;100,00;7,00;-;1;-;PDSP KiDatabase;421,2;4;3;4;3,34;O=C1Cc2c(ccc3c2OCC(CNCC2CCc4c([nH]c5ccc(F)cc45)C2)O3)N1;-
(3S)-3-(((6-fluoro-2,3,4,9-tetrahydro-1H-carbazol-3-yl)methylamino)methyl)-7,9-dihydro-2H-[1,4]dioxino[2,3-e]indol-8(3H)-one;219955;UNDEFINED;0;Human;Binding;pKi;=;3,00;8,52;-1;3;-;PDSP KiDatabase;421,2;4;3;4;3,34;O=C1Cc2c(ccc3c2OCC(CNCC2CCc4[nH]c5ccc(F)cc5c4C2)O3)N1;-
(3S)-3-(((6-fluoro-2,3,4,9-tetrahydro-1H-carbazol-3-yl)methylamino)methyl)-7,9-dihydro-2H-[1,4]dioxino[2,3-e]indol-8(3H)-one;219955;UNDEFINED;0;Human;Binding;pKi;=;3,00;8,52;-1;3;-;PDSP KiDatabase;421,2;4;3;4;3,34;O=C1Cc2c(ccc3c2OCC(CNCC2CCc4[nH]c5ccc(F)cc5c4C2)O3)N1;-
(3S)-3-((2-(6-fluoro-2,3,4,9-tetrahydro-1H-carbazol-2-yl)ethylamino)methyl)-7,9-dihydro-2H-[1,4]dioxino[2,3-e]indol-8(3H)-one;219953;UNDEFINED;0;Human;Binding;pKi;=;36,00;7,44;-;1;-;PDSP KiDatabase;435,2;5;3;4;3,73;O=C1Cc2c(ccc3c2OCC(CNCCC2CCc4c([nH]c5ccc(F)cc45)C2)O3)N1;-
(3S)-3-((2-(6-fluoro-2,3,4,9-tetrahydro-1H-carbazol-3-yl)ethylamino)methyl)-7,9-dihydro-2H-[1,4]dioxino[2,3-e]indol-8(3H)-one hydrochloride;219956;UNDEFINED;0;Human;Binding;pKi;=;24,00;7,62;-;1;-;PDSP KiDatabase;435,2;5;3;4;3,73;O=C1Cc2c(ccc3c2OCC(CNCCC2CCc4[nH]c5ccc(F)cc5c4C2)O3)N1;-
(3S)-3-((2-(6-fluoro-2,3,4,9-tetrahydro-1H-carbazol-3-yl)ethylamino)methyl)-7,9-dihydro-2H-[1,4]dioxino[2,3-e]indol-8(3H)-one hydrochloride;219956;UNDEFINED;0;Human;Binding;pKi;=;24,00;7,62;-;1;-;PDSP KiDatabase;435,2;5;3;4;3,73;O=C1Cc2c(ccc3c2OCC(CNCCC2CCc4[nH]c5ccc(F)cc5c4C2)O3)N1;-
(3S)-3-((3-( 6-fluoro-2,3,4,9-tetrahydro-1H-carbazol-2-yl)propylamino)methyl)-7,9-dihydro-2H-[1,4]dioxino[2,3-e]indol-8(3H)-one;219954;UNDEFINED;0;Human;Binding;pKi;=;45,00;7,35;-7;3;-;PDSP KiDatabase;449,2;6;3;4;4,12;O=C1Cc2c(ccc3c2OCC(CNCCCC2CCc4c([nH]c5ccc(F)cc45)C2)O3)N1;-
(3S)-3-((3-( 6-fluoro-2,3,4,9-tetrahydro-1H-carbazol-2-yl)propylamino)methyl)-7,9-dihydro-2H-[1,4]dioxino[2,3-e]indol-8(3H)-one;219954;UNDEFINED;0;Human;Binding;pKi;=;50,00;7,30;-7;3;-;PDSP KiDatabase;449,2;6;3;4;4,12;O=C1Cc2c(ccc3c2OCC(CNCCCC2CCc4c([nH]c5ccc(F)cc45)C2)O3)N1;-
(R)-1-(bis(4-fluorophenyl)methyl)-4-(3-(3-(3,4-dimethoxyphenyl)-4,5-dihydroisoxazol-5-yl)propyl)piperazine;219105;UNDEFINED;0;Human;Binding;pKi;=;400,00;6,40;-27;3;-;PDSP KiDatabase;535,3;10;0;6;5,66;COc1ccc(C2=NOC(CCCN3CCN(C(c4ccc(F)cc4)c4ccc(F)cc4)CC3)C2)cc1OC;-
(R)-1-(bis(4-fluorophenyl)methyl)-4-(3-(3-(3,4-dimethoxyphenyl)-4,5-dihydroisoxazol-5-yl)propyl)piperazine;219105;UNDEFINED;0;Human;Binding;pKi;=;80,00;7,10;-27;3;-;PDSP KiDatabase;535,3;10;0;6;5,66;COc1ccc(C2=NOC(CCCN3CCN(C(c4ccc(F)cc4)c4ccc(F)cc4)CC3)C2)cc1OC;-
(R)-11-(2-methylallyloxy)-6-propyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline;220014;UNDEFINED;0;Human;Binding;pKi;=;10000,00;5,00;-26;3;-;PDSP KiDatabase;333,2;5;0;2;5,17;C=C(C)COc1cccc2c1-c1cccc3c1C(C2)N(CCC)CC3;-
(R)-11-(3-methylbut-2-enyloxy)-6-propyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline;220013;UNDEFINED;0;Human;Binding;pKi;=;10000,00;5,00;-67;3;-;PDSP KiDatabase;347,2;5;0;2;5,56;CCCN1CCc2cccc3c2C1Cc1cccc(OCC=C(C)C)c1-3;-
(R)-11-(allyloxy)-6-propyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline;220015;UNDEFINED;0;Human;Binding;pKi;=;10000,00;5,00;-35;3;-;PDSP KiDatabase;319,2;5;0;2;4,78;C=CCOc1cccc2c1-c1cccc3c1C(C2)N(CCC)CC3;-
(R)-2-(4-Hydroxy-phenyl)-6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline-10,11-diol;219624;UNDEFINED;0;Human;Binding;pKi;=;3,80;8,42;199;2;-;PDSP KiDatabase;359,2;1;3;4;4,22;CN1CCc2cc(-c3ccc(O)cc3)cc3c2C1Cc1ccc(O)c(O)c1-3;-
(R)-3-((4-((2-oxo-1,2,3,4-tetrahydroquinolin-7-yl)methyl)piperidin-1-yl)methyl)-7,9-dihydro-2H-[1,4]dioxino[2,3-e]indol-8(3H)-one;220143;UNDEFINED;0;Human;Binding;pKi;=;8,00;8,10;-;1;-;PDSP KiDatabase;447,2;4;2;5;3,16;O=C1CCc2ccc(CC3CCN(CC4COc5c(ccc6c5CC(=O)N6)O4)CC3)cc2N1;-
(R)-3-((4-(2-oxo-1,2,3,4-tetrahydroquinolin-7-yloxy)piperidin-1-yl)methyl)-7,9-dihydro-2H-[1,4]dioxino[2,3-e]indol-8(3H)-one;220142;UNDEFINED;0;Human;Binding;pKi;=;2,50;8,60;-;1;-;PDSP KiDatabase;449,2;4;2;6;2,75;O=C1CCc2ccc(OC3CCN(CC4COc5c(ccc6c5CC(=O)N6)O4)CC3)cc2N1;-
(R)-6-Methyl-2-phenyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline-10,11-diol;219623;UNDEFINED;0;Human;Binding;pKi;=;88,00;7,06;-1;2;-;PDSP KiDatabase;343,2;1;2;3;4,52;CN1CCc2cc(-c3ccccc3)cc3c2C1Cc1ccc(O)c(O)c1-3;-
(R)-6-Methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinolin-11-ol;219262;UNDEFINED;0;Human;Binding;pKi;=;208,00;6,68;-7;4;-;PDSP KiDatabase;251,1;0;1;2;3,14;CN1CCc2cccc3c2C1Cc1cccc(O)c1-3;-
(R)-7-[8-(2-Oxo-1,2,3,4-tetrahydro-quinolin-7-ylmethyl)-3-aza-bicyclo[3.2.1]oct-3-ylmethyl]-7,8-dihydro-3H-1,6,9-trioxa-3-aza-cyclopenta[a]naphthalen-2-one;220140;UNDEFINED;0;Human;Binding;pKi;=;6,30;8,20;-;1;-;PDSP KiDatabase;473,2;4;2;5;3,41;O=C1CCc2ccc(CC3C4CCC3CN(CC3COc5c(ccc6c5CC(=O)N6)O3)C4)cc2N1;-
(R)-Carvedilol;139775;None;38;Human;Binding;Ki;=;26,00;7,58;-30;5;Displacement of [3H]spiperone from human D2S receptor expressed in CHO cells;ChEMBL;406,2;10;3;5;3,74;COc1ccccc1OCCNC[C@@H](O)COc1cccc2[nH]c3ccccc3c12;https://dx.doi.org/10.1016/j.bmc.2016.04.028
(R)-SKF-38393;91633;None;9;Human;Binding;Kd;=;9500,00;5,02;-660;6;Equilibrium dissociation constant against recombinant Dopamine receptor D2A expressed in COS7 cells;ChEMBL;255,1;1;3;3;2,38;Oc1cc2c(cc1O)[C@@H](c1ccccc1)CNCC2;https://dx.doi.org/10.1021/jm950447w
(R)-SKF-38393;91633;None;9;Human;Binding;Ki;=;4670,00;5,33;-660;6;Binding affinity against cloned human Dopamine receptor D2 using [3H]spiperone as radioligand transfected in HEK cells;ChEMBL;255,1;1;3;3;2,38;Oc1cc2c(cc1O)[C@@H](c1ccccc1)CNCC2;https://dx.doi.org/10.1021/jm00018a002
(R)-SKF-38393;91633;None;9;Human;Binding;Ki;=;6500,00;5,19;-660;6;Binding affinity against dopamine receptor D2 by using [3H]spiperone as radioligand in caudate-putamen of monkey;ChEMBL;255,1;1;3;3;2,38;Oc1cc2c(cc1O)[C@@H](c1ccccc1)CNCC2;https://dx.doi.org/10.1021/jm00115a012
(R)-SKF-38393;91633;None;9;Human;Binding;Ki;=;9550,00;5,02;-660;6;Affinity towards Dopamine receptor D2;ChEMBL;255,1;1;3;3;2,38;Oc1cc2c(cc1O)[C@@H](c1ccccc1)CNCC2;https://dx.doi.org/10.1021/jm9800292
(R)-ZINC-3573;3426;None;17;Human;Binding;Ki;=;369,37;6,43;2;6;GPCRScan assay: inhibition of D2;ChEMBL;307,2;3;0;5;2,54;CN(C)[C@@H]1CCN(c2cc(-c3ccccc3)nc3ccnn23)C1;https://dx.doi.org/10.6019/CHEMBL4507322
(R)-ZINC-3573;3426;None;17;Human;Binding;Ki;=;369,37;6,43;2;6;Selectivity interaction (PRESTO-Tango GPCR-ome screening) EUB0000353a DRD2;ChEMBL;307,2;3;0;5;2,54;CN(C)[C@@H]1CCN(c2cc(-c3ccccc3)nc3ccnn23)C1;https://dx.doi.org/10.6019/CHEMBL5212743
(R)-ZINC-3573;3426;None;17;Human;Binding;Ki;=;369,37;6,43;2;6;Selectivity interaction (GPCR panel (PDSP screen)) EUB0000353a DRD2;ChEMBL;307,2;3;0;5;2,54;CN(C)[C@@H]1CCN(c2cc(-c3ccccc3)nc3ccnn23)C1;https://dx.doi.org/10.6019/CHEMBL5212743
(R)-ZINC-3573;3426;None;17;Human;Binding;Ki;=;354,81;6,45;2;6;GPCRScan assay: inhibition of D2;ChEMBL;307,2;3;0;5;2,54;CN(C)[C@@H]1CCN(c2cc(-c3ccccc3)nc3ccnn23)C1;https://dx.doi.org/10.6019/CHEMBL4507322
(S)-1-(3-(3-(3,4-dimethoxyphenyl)-4,5-dihydroisoxazol-5-yl)propyl)-4-(2-ethoxyphenyl)piperazine;219106;UNDEFINED;0;Human;Binding;pKi;=;46,00;7,34;-16;3;-;PDSP KiDatabase;453,3;10;0;7;4,20;CCOc1ccccc1N1CCN(CCCC2CC(c3ccc(OC)c(OC)c3)=NO2)CC1;-
(S)-1-(3-(3-(3,4-dimethoxyphenyl)-4,5-dihydroisoxazol-5-yl)propyl)-4-(2-ethoxyphenyl)piperazine;219106;UNDEFINED;0;Human;Binding;pKi;=;70,00;7,15;-16;3;-;PDSP KiDatabase;453,3;10;0;7;4,20;CCOc1ccccc1N1CCN(CCCC2CC(c3ccc(OC)c(OC)c3)=NO2)CC1;-
(S)-3-(3-Methanesulfonyl-phenyl)-1-propyl-piperidine;219978;UNDEFINED;0;Human;Binding;pKi;=;3884,00;5,41;-;1;-;PDSP KiDatabase;281,1;4;0;3;2,68;CCCN1CCCC(c2cccc(S(C)(=O)=O)c2)C1;-
(S)-3-(3-Methanesulfonyl-phenyl)-1-propyl-piperidine;219978;UNDEFINED;0;Human;Binding;pKi;=;755,00;6,12;-;1;-;PDSP KiDatabase;281,1;4;0;3;2,68;CCCN1CCCC(c2cccc(S(C)(=O)=O)c2)C1;-
(S)-UH 301;3702;None;13;Human;Binding;Ki;=;3760,00;5,42;-125;7;Binding affinity was measured on cloned Human D2A Receptor which is labeled by [3H]raclopride;ChEMBL;265,2;5;1;2;3,51;CCCN(CCC)[C@H]1CCc2c(F)ccc(O)c2C1;https://dx.doi.org/10.1021/jm9911433
(S)-UH-301;218510;3H-8-OH-DPAT;0;Human;Binding;pKi;=;7080,00;5,15;-109;7;-;PDSP KiDatabase;265,2;5;1;2;3,51;CCCN(CCC)C1CCc2c(F)ccc(O)c2C1;-
10-(2-Methylallyl)-11-hydroxy-N-propylnoraporphine;220024;UNDEFINED;0;Human;Binding;pKi;=;10000,00;5,00;-1;2;-;PDSP KiDatabase;333,2;4;1;2;5,04;C=C(C)Cc1ccc2c(c1O)-c1cccc3c1C(C2)N(CCC)CC3;-
10-Allyl-11-hydroxy-N-methylaporphine;220006;UNDEFINED;0;Human;Binding;pKi;=;10000,00;5,00;-74;3;-;PDSP KiDatabase;291,2;2;1;2;3,87;C=CCc1ccc2c(c1O)-c1cccc3c1C(C2)N(C)CC3;-
10-Allyl-11-hydroxy-N-propylnoraporphine;220012;UNDEFINED;0;Human;Binding;pKi;=;10000,00;5,00;-12;3;-;PDSP KiDatabase;319,2;4;1;2;4,65;C=CCc1ccc2c(c1O)-c1cccc3c1C(C2)N(CCC)CC3;-
11-(2-Butynyloxy)-N-propylnoraporphine;220010;UNDEFINED;0;Human;Binding;pKi;=;10000,00;5,00;-79;3;-;PDSP KiDatabase;331,2;4;0;2;4,62;CC#CCOc1cccc2c1-c1cccc3c1C(C2)N(CCC)CC3;-
11-Allyloxy-N-methylaporphine;220007;UNDEFINED;0;Human;Binding;pKi;=;10000,00;5,00;-831;3;-;PDSP KiDatabase;291,2;3;0;2;4,00;C=CCOc1cccc2c1-c1cccc3c1C(C2)N(C)CC3;-
11-Propargyloxy-N-methylaporphine;220005;UNDEFINED;0;Human;Binding;pKi;=;10000,00;5,00;-707;3;-;PDSP KiDatabase;289,1;2;0;2;3,45;C#CCOc1cccc2c1-c1cccc3c1C(C2)N(C)CC3;-
2-(4-{[(2S)-8-Methyl-2,3-dihydro[1,4]dioxino[2,3-f]quinolin-2-yl]methyl}piperazin-1-yl)-quinoline-6-carbonitrile;219843;UNDEFINED;0;Human;Binding;pKi;=;1306,00;5,88;-354;4;-;PDSP KiDatabase;451,2;3;0;7;3,92;Cc1ccc2c3c(ccc2n1)OCC(CN1CCN(c2ccc4cc(C#N)ccc4n2)CC1)O3;-
2-Methoxy-10-allyl-11-hydroxy-N-methylaporphine;220002;UNDEFINED;0;Human;Binding;pKi;=;10000,00;5,00;-69;3;-;PDSP KiDatabase;321,2;3;1;3;3,88;C=CCc1ccc2c(c1O)-c1cc(OC)cc3c1C(C2)N(C)CC3;-
2-Methoxy-11-allyloxy-N-methylaporphine;220003;UNDEFINED;0;Human;Binding;pKi;=;10000,00;5,00;-151;3;-;PDSP KiDatabase;321,2;4;0;3;4,01;C=CCOc1cccc2c1-c1cc(OC)cc3c1C(C2)N(C)CC3;-
2-Methoxy-11-hydroxyaporphine;219261;UNDEFINED;0;Human;Binding;pKi;=;235,00;6,63;-5;4;-;PDSP KiDatabase;281,1;1;1;3;3,15;COc1cc2c3c(c1)-c1c(O)cccc1CC3N(C)CC2;-
2-methyl-5-HT;81;3H-YM 09151-2;43;Human;Binding;pKi;=;10000,00;5,00;-107;21;-;PDSP KiDatabase;190,1;2;3;2;1,68;Cc1[nH]c2ccc(O)cc2c1CCN;-
2-MPP;83;None;65;Human;Binding;Ki;=;4110,00;5,39;-1380;11;Displacement of [3H]spiperone from human D2L receptor expressed in FlpIn CHO cell membrane after 3 hrs by liquid scintillation counting analysis;ChEMBL;192,1;2;1;3;1,10;COc1ccccc1N1CCNCC1;https://dx.doi.org/10.1021/jm500457x
2-MPP;83;None;65;Human;Binding;Ki;=;679,60;6,17;-1380;11;Displacement of [125I]IABN from human D2L receptor expressed in HEK293 cells after 60 mins by gamma counting analysis;ChEMBL;192,1;2;1;3;1,10;COc1ccccc1N1CCNCC1;https://dx.doi.org/10.1021/jm300482h
2-MPP;83;None;65;Human;Binding;Ki;=;4073,80;5,39;-1380;11;Displacement of [3H]spiperone from human D2L receptor expressed in FlpIn CHO cell membrane after 3 hrs by liquid scintillation counting analysis;ChEMBL;192,1;2;1;3;1,10;COc1ccccc1N1CCNCC1;https://dx.doi.org/10.1021/jm500457x
2-{1-ferra-1,1'-spirobi[pentacyclo[2.2.0.0^{1,3}.0^{1,5}.0^{2,6}]hexane]-2,2',4,4'-tetraen-6-yl}-N-{4-[4-(2-methoxyphenyl)piperazin-1-yl]butyl}acetamide;166155;None;0;Human;Binding;Ki;=;66,00;7,18;-27;5;Inhibition of [3H]spiperone binding to human dopamine receptor D2 long expressed in Chinese hamster ovary cells;ChEMBL;-;-;-;-;-;-;https://dx.doi.org/10.1021/jm050170s
2-{1-ferra-1,1'-spirobi[pentacyclo[2.2.0.0^{1,3}.0^{1,5}.0^{2,6}]hexane]-2,2',4,4'-tetraen-6-yl}-N-{4-[4-(2-methoxyphenyl)piperazin-1-yl]butyl}acetamide;166155;None;0;Human;Binding;Ki;=;45,00;7,35;-27;5;Inhibition of [3H]spiperone binding to human dopamine receptor D2 short expressed in Chinese hamster ovary cells;ChEMBL;-;-;-;-;-;-;https://dx.doi.org/10.1021/jm050170s
2-{2-[2-(3-Methoxyphenyl)ethyl]phenoxy}ethyl-(3,4-dihydroisoquinoline);219467;UNDEFINED;0;Human;Binding;pKi;=;10000,00;5,00;-1;2;-;PDSP KiDatabase;387,2;8;0;3;4,92;COc1cccc(CCc2ccccc2OCCN2CCc3ccccc3C2)c1;-
2-{2-[2-(3-Methoxyphenyl)ethyl]phenoxy}ethyl-(6,7-dimethoxy-3,4-dihydroisoquinoline);219471;UNDEFINED;0;Human;Binding;pKi;=;10000,00;5,00;-1;2;-;PDSP KiDatabase;447,2;10;0;5;4,93;COc1cccc(CCc2ccccc2OCCN2CCc3cc(OC)c(OC)cc3C2)c1;-
2-{2-[2-(3-Methoxyphenyl)ethyl]phenoxy}ethyl-4-(2'-pyrimidil)piperazine;219460;UNDEFINED;0;Human;Binding;pKi;=;10000,00;5,00;-1;2;-;PDSP KiDatabase;418,2;9;0;6;3,47;COc1cccc(CCc2ccccc2OCCN2CCN(c3ncccn3)CC2)c1;-
2-{2-[2-(3-Methoxyphenyl)ethyl]phenoxy}ethyl-4-(3'-chlorophenyl)piperazine;219475;UNDEFINED;0;Human;Binding;pKi;=;10000,00;5,00;-1;2;-;PDSP KiDatabase;450,2;9;0;4;5,33;COc1cccc(CCc2ccccc2OCCN2CCN(c3cccc(Cl)c3)CC2)c1;-
2-{2-[2-(3-Methoxyphenyl)ethyl]phenoxy}ethyl-4-(3'-trifluoromethyl)piperazine;219451;UNDEFINED;0;Human;Binding;pKi;=;10000,00;5,00;-1;2;-;PDSP KiDatabase;484,2;9;0;4;5,70;COc1cccc(CCc2ccccc2OCCN2CCN(c3cccc(C(F)(F)F)c3)CC2)c1;-
2-{2-[2-(3-Methoxyphenyl)ethyl]phenoxy}ethyl-4-(N-methyl)piperazine;219463;UNDEFINED;0;Human;Binding;pKi;=;10000,00;5,00;-1;2;-;PDSP KiDatabase;354,2;8;0;4;3,11;COc1cccc(CCc2ccccc2OCCN2CCN(C)CC2)c1;-
2{2-[2-(3-Methoxyphenyl)ethyl]phenoxy}ethyl-4-(2'-methoxyphenyl)piperazine;219454;UNDEFINED;0;Human;Binding;pKi;=;10000,00;5,00;-1;2;-;PDSP KiDatabase;446,3;10;0;5;4,69;COc1cccc(CCc2ccccc2OCCN2CCN(c3ccccc3OC)CC2)c1;-
2{2-[2-(3-Methoxyphenyl)ethyl]phenoxy}ethyl-4-(4'-fluorophenyl)piperazine;219456;UNDEFINED;0;Human;Binding;pKi;=;10000,00;5,00;-1;2;-;PDSP KiDatabase;434,2;9;0;4;4,82;COc1cccc(CCc2ccccc2OCCN2CCN(c3ccc(F)cc3)CC2)c1;-
3-{2-[2-(3-Methoxyphenyl)ethyl]phenoxy}propyl-(3,4-dihydroisoquinoline);219468;UNDEFINED;0;Human;Binding;pKi;=;10000,00;5,00;-1;2;-;PDSP KiDatabase;401,2;9;0;3;5,31;COc1cccc(CCc2ccccc2OCCCN2CCc3ccccc3C2)c1;-
3-{2-[2-(3-Methoxyphenyl)ethyl]phenoxy}propyl-(6,7-dimethoxy-3,4-dihydroisoquinoline);219472;UNDEFINED;0;Human;Binding;pKi;=;10000,00;5,00;-1;2;-;PDSP KiDatabase;461,3;11;0;5;5,33;COc1cccc(CCc2ccccc2OCCCN2CCc3cc(OC)c(OC)cc3C2)c1;-
3-{2-[2-(3-Methoxyphenyl)ethyl]phenoxy}propyl-4-(3'-chlorophenyl)piperazine;219448;UNDEFINED;0;Human;Binding;pKi;=;10000,00;5,00;-1;2;-;PDSP KiDatabase;464,2;10;0;4;5,72;COc1cccc(CCc2ccccc2OCCCN2CCN(c3cccc(Cl)c3)CC2)c1;-
3-{2-[2-(3-Methoxyphenyl)ethyl]phenoxy}propyl-4-(3'-methyl)piperazine;219464;UNDEFINED;0;Human;Binding;pKi;=;10000,00;5,00;-1;2;-;PDSP KiDatabase;368,2;9;0;4;3,50;COc1cccc(CCc2ccccc2OCCCN2CCN(C)CC2)c1;-
3-{2-[2-(3-Methoxyphenyl)ethyl]phenoxy}propyl-4-(3'-trifluoromethylphenyl)piperazine;219452;UNDEFINED;0;Human;Binding;pKi;=;10000,00;5,00;-1;2;-;PDSP KiDatabase;498,2;10;0;4;6,09;COc1cccc(CCc2ccccc2OCCCN2CCN(c3cccc(C(F)(F)F)c3)CC2)c1;-
3-{2-[2-(3-Methoxyphenyl)ethyl]phenoxy}propyl-4-(4'-fluorophenyl)piperazine;219457;UNDEFINED;0;Human;Binding;pKi;=;10000,00;5,00;-1;2;-;PDSP KiDatabase;448,3;10;0;4;5,21;COc1cccc(CCc2ccccc2OCCCN2CCN(c3ccc(F)cc3)CC2)c1;-
4-{2-[2-(3-Methoxyphenyl)ethyl]phenoxy}butyl-(6,7-dimethoxy-3,4-dihydroisoquinoline);219473;UNDEFINED;0;Human;Binding;pKi;=;10000,00;5,00;-1;2;-;PDSP KiDatabase;475,3;12;0;5;5,71;COc1cccc(CCc2ccccc2OCCCCN2CCc3cc(OC)c(OC)cc3C2)c1;-
4-{2-[2-(3-Methoxyphenyl)ethyl]phenoxy}butyl-4-(2'-pyrimidyl)piperazine;219461;UNDEFINED;0;Human;Binding;pKi;=;10000,00;5,00;-1;2;-;PDSP KiDatabase;446,3;11;0;6;4,25;COc1cccc(CCc2ccccc2OCCCCN2CCN(c3ncccn3)CC2)c1;-
4-{2-[2-(3-Methoxyphenyl)ethyl]phenoxy}butyl-4-(3'-trifluoromethylphenyl)piperazine;219449;UNDEFINED;0;Human;Binding;pKi;=;10000,00;5,00;-1;2;-;PDSP KiDatabase;478,2;11;0;4;6,12;COc1cccc(CCc2ccccc2OCCCCN2CCN(c3cccc(Cl)c3)CC2)c1;-
4-{2-[2-(3-Methoxyphenyl)ethyl]phenoxy}butyl-4-(N-methyl)piperazine;219465;UNDEFINED;0;Human;Binding;pKi;=;10000,00;5,00;-1;2;-;PDSP KiDatabase;382,3;10;0;4;3,89;COc1cccc(CCc2ccccc2OCCCCN2CCN(C)CC2)c1;-
4{2-[2-(3-Methoxyphenyl)ethyl]phenoxy}butyl-(3,4-dihydroisoquinoline);219469;UNDEFINED;0;Human;Binding;pKi;=;10000,00;5,00;-1;2;-;PDSP KiDatabase;415,3;10;0;3;5,70;COc1cccc(CCc2ccccc2OCCCCN2CCc3ccccc3C2)c1;-
4{2-[2-(3-Methoxyphenyl)ethyl]phenoxy}butyl-4-(3'-trifluoromethylphenyl)piperazine;219453;UNDEFINED;0;Human;Binding;pKi;=;10000,00;5,00;-1;2;-;PDSP KiDatabase;512,3;11;0;4;6,48;COc1cccc(CCc2ccccc2OCCCCN2CCN(c3cccc(C(F)(F)F)c3)CC2)c1;-
4{2-[2-(3-Methoxyphenyl)ethyl]phenoxy}butyl-4-(4'-fluorophenyl)piperazine;219458;UNDEFINED;0;Human;Binding;pKi;=;10000,00;5,00;-1;2;-;PDSP KiDatabase;462,3;11;0;4;5,60;COc1cccc(CCc2ccccc2OCCCCN2CCN(c3ccc(F)cc3)CC2)c1;-
5-hydroxytryptamine;139;3H-YM 09151-2;45;Human;Binding;pKi;=;10000,00;5,00;-23442;61;-;PDSP KiDatabase;176,1;2;3;2;1,38;NCCc1c[nH]c2ccc(O)cc12;-
5-OH-DPAT;149;None;8;Human;Binding;Ki;=;6,00;8,22;-13;8;In vitro binding affinity is the ability to displace [3H]N-0437 from human Dopamine receptor D2 expressed in CHO-K1 cells;ChEMBL;247,2;5;1;2;3,37;CCCN(CCC)C1CCc2c(O)cccc2C1;https://dx.doi.org/10.1021/jm00016a016
5-OH-DPAT;149;None;8;Human;Binding;Ki;=;26,00;7,58;-13;8;In vitro binding affinity is the ability to displace [3H]spiperone from human Dopamine receptor D2 expressed in CHO-K1 cells;ChEMBL;247,2;5;1;2;3,37;CCCN(CCC)C1CCc2c(O)cccc2C1;https://dx.doi.org/10.1021/jm00016a016
5-OH-DPAT;149;None;8;Human;Binding;Ki;=;58,80;7,23;-13;8;Displacement of [3H]spiperone from human dopamine D2L receptor expressed in HEK293 cells;ChEMBL;247,2;5;1;2;3,37;CCCN(CCC)C1CCc2c(O)cccc2C1;https://dx.doi.org/10.1021/jm901184n
5-OH-DPAT;149;None;8;Human;Binding;Ki;=;58,80;7,23;-13;8;Displacement of [3H]spiperone from cloned dopamine D2L receptor expressed in HEK cells;ChEMBL;247,2;5;1;2;3,37;CCCN(CCC)C1CCc2c(O)cccc2C1;https://dx.doi.org/10.1021/jm901618d
