Common name,GPCRdb ID,Reference ligand,Vendors,Species,Assay Type,Activity Type,Activity Relation,Activity Value,p-value (-log),Fold selectivity,Tested GPCRs,Assay Description,Source,Mol weight,Rot Bonds,H don,H acc,LogP,Smiles,DOI,cell_line,expression_system,detection_tech,group_m1,DOI_clean,group_m2,group_m1_size
apomorphine,445,,20,Human,Binding,Ki,=,"26,00",7.58,-4,29,"Compound was evaluated for the binding affinity against [3H]U-86,170-labeled D2 sites in cloned CHO cells",ChEMBL,"267,1",0,2,3,"2,85",CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,https://dx.doi.org/10.1021/jm00060a015,cho,recombinant,radioligand_binding,human|binding|radioligand_binding|cho|recombinant,https://dx.doi.org/10.1021/jm00060a015,human|binding|chembl|https://dx.doi.org/10.1021/jm00060a015,790
apomorphine,445,,20,Human,Binding,Ki,=,"3,60",8.44,-4,29,Displacement of [125I]7-OH-PIPAT from human D2L receptor expressed in HEK293 cell membrane,ChEMBL,"267,1",0,2,3,"2,85",CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,https://dx.doi.org/10.1021/jm060662k,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1021/jm060662k,human|binding|chembl|https://dx.doi.org/10.1021/jm060662k,1290
apomorphine,445,,20,Human,Binding,Ki,=,"50,00",7.3,-4,29,Displacement of [3H]raclopride from human D2L receptor expressed in HEK293 cells,ChEMBL,"267,1",0,2,3,"2,85",CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,https://dx.doi.org/10.1016/j.ejmech.2012.07.025,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.ejmech.2012.07.025,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2012.07.025,1290
apomorphine,445,,20,Human,Binding,pKi,=,"9,21",8.04,-4,29,Displacement of [3H]spiperone from human dopamine D2 receptor at high affinity state expressed in HEK293 cells,Drug Central,"267,1",0,2,3,"2,85",CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,-,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,-,human|binding|drug_central|-,1290
ARFORMOTEROL,26817,,34,Human,Binding,pKi,=,"4,89",8.31,1,7,Displacement of [3H]spiperone from human D2S receptor expressed in CHO cells,Drug Central,"344,2",9,4,5,"2,22",COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1,-,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,-,human|binding|drug_central|-,1873
aripiprazole,470,,70,Human,Binding,EC50,=,"8,70",8.06,-1,60,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged GalphaoA after 10 mins by BRET assay,ChEMBL,"447,1",7,1,4,"4,86",O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,https://dx.doi.org/10.1021/acs.jmedchem.6b01857,hek293,expressed,bret,human|binding|bret|hek293|expressed,https://dx.doi.org/10.1021/acs.jmedchem.6b01857,human|binding|chembl|https://dx.doi.org/10.1021/acs.jmedchem.6b01857,156
aripiprazole,470,,70,Human,Binding,EC50,=,"14,90",7.83,-1,60,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged Galphai1 after 10 mins by BRET assay,ChEMBL,"447,1",7,1,4,"4,86",O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,https://dx.doi.org/10.1021/acs.jmedchem.6b01857,hek293,expressed,bret,human|binding|bret|hek293|expressed,https://dx.doi.org/10.1021/acs.jmedchem.6b01857,human|binding|chembl|https://dx.doi.org/10.1021/acs.jmedchem.6b01857,156
aripiprazole,470,,70,Human,Binding,EC50,=,"17,50",7.76,-1,60,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged Galphai3 after 10 mins by BRET assay,ChEMBL,"447,1",7,1,4,"4,86",O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,https://dx.doi.org/10.1021/acs.jmedchem.6b01857,hek293,expressed,bret,human|binding|bret|hek293|expressed,https://dx.doi.org/10.1021/acs.jmedchem.6b01857,human|binding|chembl|https://dx.doi.org/10.1021/acs.jmedchem.6b01857,156
aripiprazole,470,,70,Human,Binding,EC50,=,"4,80",8.32,-1,60,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged GalphaoB after 10 mins by BRET assay,ChEMBL,"447,1",7,1,4,"4,86",O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,https://dx.doi.org/10.1021/acs.jmedchem.6b01857,hek293,expressed,bret,human|binding|bret|hek293|expressed,https://dx.doi.org/10.1021/acs.jmedchem.6b01857,human|binding|chembl|https://dx.doi.org/10.1021/acs.jmedchem.6b01857,156
aripiprazole,470,,70,Human,Binding,EC50,=,"19,40",7.71,-1,60,Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged Galphai2 after 10 mins by BRET assay,ChEMBL,"447,1",7,1,4,"4,86",O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,https://dx.doi.org/10.1021/acs.jmedchem.6b01857,hek293,expressed,bret,human|binding|bret|hek293|expressed,https://dx.doi.org/10.1021/acs.jmedchem.6b01857,human|binding|chembl|https://dx.doi.org/10.1021/acs.jmedchem.6b01857,156
aripiprazole,470,,70,Human,Binding,Ki,=,"4,00",8.4,-1,60,Displacement of [3H]-Spiperone from human dopamine D2L receptor expressed in CHO cells,ChEMBL,"447,1",7,1,4,"4,86",O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,https://dx.doi.org/10.1016/j.bmcl.2010.08.023,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1016/j.bmcl.2010.08.023,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2010.08.023,1873
aripiprazole,470,,70,Human,Binding,Ki,=,"4,50",8.35,-1,60,Displacement of [3H]-raclopride from human D2L receptor expressed in HEK293 cells measured after 1 hr by Microbeta plate reader method,ChEMBL,"447,1",7,1,4,"4,86",O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,https://dx.doi.org/10.1016/j.ejmech.2022.114193,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.ejmech.2022.114193,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2022.114193,1290
aripiprazole,470,,70,Human,Binding,Ki,=,"0,53",9.28,-1,60,Displacement of [3H]spiperone from human Dopamine D2L receptor expressed in CHO cell membranes after 2 hrs by scintillation counting analysis,ChEMBL,"447,1",7,1,4,"4,86",O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,https://dx.doi.org/10.1021/acs.jmedchem.6b01857,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/acs.jmedchem.6b01857,human|binding|chembl|https://dx.doi.org/10.1021/acs.jmedchem.6b01857,1873
aripiprazole,470,,70,Human,Binding,Ki,=,"3,90",8.41,-1,60,Displacement of [3H]N-methylspiperone from human D2L receptor expressed in CHO cells after 1.5 hrs by microbeta counting method,ChEMBL,"447,1",7,1,4,"4,86",O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,https://dx.doi.org/10.1021/jm300603y,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/jm300603y,human|binding|chembl|https://dx.doi.org/10.1021/jm300603y,1873
aripiprazole,470,,70,Human,Binding,Ki,=,"0,69",9.16,-1,60,Displacement of [3H]N-methylspiperone from human D2L receptor expressed in HEK293 cell membranes measured after 60 mins by MicroBeta scintillation counting method,ChEMBL,"447,1",7,1,4,"4,86",O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,https://dx.doi.org/10.1021/acs.jmedchem.1c01353,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1021/acs.jmedchem.1c01353,human|binding|chembl|https://dx.doi.org/10.1021/acs.jmedchem.1c01353,1290
aripiprazole,470,,70,Human,Binding,Ki,=,"0,48",9.32,-1,60,Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cell membranes by radioligand competition binding assay,ChEMBL,"447,1",7,1,4,"4,86",O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,https://dx.doi.org/10.1016/j.bmc.2015.07.050,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1016/j.bmc.2015.07.050,human|binding|chembl|https://dx.doi.org/10.1016/j.bmc.2015.07.050,1873
aripiprazole,470,,70,Human,Binding,Ki,=,"1,80",8.74,-1,60,Displacement of [3H]Spiperone from human dopamine D2L receptor expressed in CHO cells,ChEMBL,"447,1",7,1,4,"4,86",O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,https://dx.doi.org/10.1016/j.bmcl.2011.01.059,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1016/j.bmcl.2011.01.059,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2011.01.059,1873
aripiprazole,470,,70,Human,Binding,Ki,=,"0,48",9.32,-1,60,Displacement of [3H]-(R)-(+)-7-OH-DPAT from human dopamine D2 receptor expressed in HEK293 cell membranes after 90 mins by micro beta scintillation counting analysis,ChEMBL,"447,1",7,1,4,"4,86",O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,https://dx.doi.org/10.1021/acs.jmedchem.6b01875,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1021/acs.jmedchem.6b01875,human|binding|chembl|https://dx.doi.org/10.1021/acs.jmedchem.6b01875,1290
aripiprazole,470,,70,Human,Binding,Ki,=,"2,60",8.59,-1,60,Displacement of [3H]spiperone from human dopamine D2 receptor at low affinity state expressed in HEK293 cells,ChEMBL,"447,1",7,1,4,"4,86",O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,https://dx.doi.org/10.1021/jm901689v,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1021/jm901689v,human|binding|chembl|https://dx.doi.org/10.1021/jm901689v,1290
aripiprazole,470,,70,Human,Binding,Ki,=,"5,01",8.3,-1,60,Displacement of [3H]spiperone from human dopamine D2 receptor short form expressed in CHO cells,ChEMBL,"447,1",7,1,4,"4,86",O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,https://dx.doi.org/10.1021/jm070516u,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/jm070516u,human|binding|chembl|https://dx.doi.org/10.1021/jm070516u,1873
aripiprazole,470,,70,Human,Binding,Ki,=,"0,45",9.35,-1,60,Displacement of [3H]Spiperone from human dopamine D2 short receptor expressed in CHO cells by competitive binding assay,ChEMBL,"447,1",7,1,4,"4,86",O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,https://dx.doi.org/10.1021/jm5004039,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/jm5004039,human|binding|chembl|https://dx.doi.org/10.1021/jm5004039,1873
aripiprazole,470,,70,Human,Binding,Ki,=,"0,80",9.1,-1,60,Displacement of [3H]-raclopride from human dopamine D2L receptor expressed in HEK293 after 1 hr,ChEMBL,"447,1",7,1,4,"4,86",O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,https://dx.doi.org/10.1016/j.ejmech.2012.11.042,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.ejmech.2012.11.042,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2012.11.042,1290
aripiprazole,470,,70,Human,Binding,Ki,=,"2,80",8.55,-1,60,Displacement of [3H]spiperone from human dopamine D2 receptor at high affinity state expressed in HEK293 cells,ChEMBL,"447,1",7,1,4,"4,86",O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,https://dx.doi.org/10.1021/jm901689v,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1021/jm901689v,human|binding|chembl|https://dx.doi.org/10.1021/jm901689v,1290
aripiprazole,470,,70,Human,Binding,Ki,=,"0,54",9.27,-1,60,Displacement of [3H]Spiperone from human dopamine D2 long receptor expressed in CHO cells by competitive binding assay,ChEMBL,"447,1",7,1,4,"4,86",O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,https://dx.doi.org/10.1021/jm5004039,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/jm5004039,human|binding|chembl|https://dx.doi.org/10.1021/jm5004039,1873
aripiprazole,470,,70,Human,Binding,Ki,=,"0,38",9.42,-1,60,Displacement of [3H]spiperone from human D2SR expressed in CHO cell membranes by radioligand binding assay,ChEMBL,"447,1",7,1,4,"4,86",O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,https://dx.doi.org/10.1021/acs.jmedchem.7b00363,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/acs.jmedchem.7b00363,human|binding|chembl|https://dx.doi.org/10.1021/acs.jmedchem.7b00363,1873
aripiprazole,470,,70,Human,Binding,Ki,=,"0,52",9.28,-1,60,Displacement of [3H]spiperone from human D2LR expressed in CHO cell membranes by radioligand binding assay,ChEMBL,"447,1",7,1,4,"4,86",O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,https://dx.doi.org/10.1021/acs.jmedchem.7b00363,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/acs.jmedchem.7b00363,human|binding|chembl|https://dx.doi.org/10.1021/acs.jmedchem.7b00363,1873
aripiprazole,470,,70,Human,Binding,Ki,=,"0,80",9.1,-1,60,Displacement of [3H]-raclopride from human D2LR expressed in HEK293 cell membranes after 1 hr at 37 degC by microbeta counting method,ChEMBL,"447,1",7,1,4,"4,86",O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,https://dx.doi.org/10.1016/j.ejmech.2018.01.002,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.ejmech.2018.01.002,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2018.01.002,1290
aripiprazole,470,,70,Human,Binding,Ki,=,"0,38",9.42,-1,60,Displacement of [3H]spiperone from human D2SR expressed in CHO cell membranes,ChEMBL,"447,1",7,1,4,"4,86",O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,https://dx.doi.org/10.1016/j.bmc.2017.08.037,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1016/j.bmc.2017.08.037,human|binding|chembl|https://dx.doi.org/10.1016/j.bmc.2017.08.037,1873
aripiprazole,470,,70,Human,Binding,Ki,=,"0,20",9.7,-1,60,Displacement of [3H]raclopride from human D2 dopamine receptor expressed in CHO cell membranes,ChEMBL,"447,1",7,1,4,"4,86",O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,https://dx.doi.org/10.1016/j.bmcl.2012.11.023,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1016/j.bmcl.2012.11.023,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2012.11.023,1873
aripiprazole,470,,70,Human,Binding,Ki,=,"0,34",9.47,-1,60,Displacement of [3H]-raclopride from human D2L receptor expressed in HEK293 cells incubated for 1 hr by liquid scintillation counting method,ChEMBL,"447,1",7,1,4,"4,86",O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,https://dx.doi.org/10.1016/j.ejmech.2019.111736,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.ejmech.2019.111736,human|binding|chembl|https://dx.doi.org/10.1016/j.ejmech.2019.111736,1290
aripiprazole,470,,70,Human,Binding,Ki,=,"0,34",9.46,-1,60,Displacement of [3H]N-methylspiperone from human dopamine D2 receptor expressed in HEK293 cells,ChEMBL,"447,1",7,1,4,"4,86",O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,https://dx.doi.org/10.1021/jm501512b,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1021/jm501512b,human|binding|chembl|https://dx.doi.org/10.1021/jm501512b,1290
aripiprazole,470,,70,Human,Binding,Ki,=,"0,52",9.28,-1,60,Displacement of [3H]spiperone from human D2LR expressed in CHO cell membranes,ChEMBL,"447,1",7,1,4,"4,86",O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,https://dx.doi.org/10.1016/j.bmc.2017.08.037,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1016/j.bmc.2017.08.037,human|binding|chembl|https://dx.doi.org/10.1016/j.bmc.2017.08.037,1873
aripiprazole,470,,70,Human,Binding,Ki,=,"0,45",9.35,-1,60,Displacement of [3H]spiperone from human Dopamine D2S receptor expressed in CHO cell membranes after 2 hrs by scintillation counting analysis,ChEMBL,"447,1",7,1,4,"4,86",O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,https://dx.doi.org/10.1021/acs.jmedchem.6b01857,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/acs.jmedchem.6b01857,human|binding|chembl|https://dx.doi.org/10.1021/acs.jmedchem.6b01857,1873
BIFEPRUNOX,83077,,29,Human,Binding,Ki,=,"0,60",9.22,6,4,Displacement of [3H]raclopride from human D2 dopamine receptor expressed in CHO cell membranes,ChEMBL,"385,2",4,1,4,"4,11",O=c1[nH]c2cccc(N3CCN(Cc4cccc(-c5ccccc5)c4)CC3)c2o1,https://dx.doi.org/10.1016/j.bmcl.2012.11.023,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1016/j.bmcl.2012.11.023,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2012.11.023,1873
BIFEPRUNOX,83077,,29,Human,Binding,Ki,=,"0,10",10.0,6,4,Displacement of [3H]spiperone from human dopamine D2 receptor at low affinity state expressed in HEK293 cells,ChEMBL,"385,2",4,1,4,"4,11",O=c1[nH]c2cccc(N3CCN(Cc4cccc(-c5ccccc5)c4)CC3)c2o1,https://dx.doi.org/10.1021/jm901689v,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1021/jm901689v,human|binding|chembl|https://dx.doi.org/10.1021/jm901689v,1290
BIFEPRUNOX,83077,,29,Human,Binding,Ki,=,"0,04",10.4,6,4,Displacement of [3H]spiperone from human dopamine D2 receptor at high affinity state expressed in HEK293 cells,ChEMBL,"385,2",4,1,4,"4,11",O=c1[nH]c2cccc(N3CCN(Cc4cccc(-c5ccccc5)c4)CC3)c2o1,https://dx.doi.org/10.1021/jm901689v,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1021/jm901689v,human|binding|chembl|https://dx.doi.org/10.1021/jm901689v,1290
BODILISANT,87006,,0,Human,Binding,Ki,=,"1971,00",5.71,-301,7,Displacement of [3H]spiperone from human dopamine D2short receptor expressed in CHO-K1 cells,ChEMBL,"465,3",6,0,3,"5,79",CC1=CC(C)=[N+]2C1=C(c1ccc(OCCCN3CCCCC3)cc1)c1c(C)cc(C)n1[B-]2(F)F,https://dx.doi.org/10.1021/ml300383n,cho-k1,expressed,radioligand_binding,human|binding|radioligand_binding|cho-k1|expressed,https://dx.doi.org/10.1021/ml300383n,human|binding|chembl|https://dx.doi.org/10.1021/ml300383n,353
BP 897,708,,33,Human,Binding,Ki,=,"61,00",7.21,-75,31,Displacement of [125I]ABN from human dopamine D2L receptor expressed in HEK293 cells after 60 mins by gamma counting analysis,ChEMBL,"417,2",8,1,4,"4,18",COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1,https://dx.doi.org/10.1016/j.bmc.2013.03.074,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmc.2013.03.074,human|binding|chembl|https://dx.doi.org/10.1016/j.bmc.2013.03.074,1290
BP 897,708,,33,Human,Binding,Ki,=,"220,00",6.66,-75,31,Displacement of [3H]spiperone from human D2 long receptor expressed in CHO cells,ChEMBL,"417,2",8,1,4,"4,18",COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1,https://dx.doi.org/10.1021/jm060138d,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/jm060138d,human|binding|chembl|https://dx.doi.org/10.1021/jm060138d,1873
BP 897,708,,33,Human,Binding,Ki,=,"200,00",6.7,-75,31,Displacement of [3H]spiperone from human D2 short receptor expressed in CHO cells,ChEMBL,"417,2",8,1,4,"4,18",COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1,https://dx.doi.org/10.1021/jm060138d,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/jm060138d,human|binding|chembl|https://dx.doi.org/10.1021/jm060138d,1873
BP 897,708,,33,Human,Binding,Ki,=,"61,00",7.21,-75,31,Binding affinity for human dopamine receptor D2 by displacing [125I]iodosulpiride expressed in CHO cells,ChEMBL,"417,2",8,1,4,"4,18",COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1,https://dx.doi.org/10.1021/jm030836n,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/jm030836n,human|binding|chembl|https://dx.doi.org/10.1021/jm030836n,1873
BP 897,708,,33,Human,Binding,Ki,=,"186,00",6.73,-75,31,Displacement of [3H]-spiperone from human dopamine D2S receptor expressed in HEK293 cell membranes,ChEMBL,"417,2",8,1,4,"4,18",COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1,https://dx.doi.org/10.1016/j.bmcl.2015.12.068,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1016/j.bmcl.2015.12.068,human|binding|chembl|https://dx.doi.org/10.1016/j.bmcl.2015.12.068,1290
BP 897,708,,33,Human,Binding,Ki,=,"61,00",7.21,-75,31,Inhibition of [3H]YM-09151-2 binding to human Dopamine D2 receptor expressed in CHO cells,ChEMBL,"417,2",8,1,4,"4,18",COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1,https://dx.doi.org/10.1021/jm040190e,cho,expressed,radioligand_binding,human|binding|radioligand_binding|cho|expressed,https://dx.doi.org/10.1021/jm040190e,human|binding|chembl|https://dx.doi.org/10.1021/jm040190e,1873
BP 897,708,,33,Human,Binding,Ki,=,"33,60",7.47,-75,31,Displacement of [125I]-IABN from human dopamine D2L receptor expressed in HEK293 cells after 60 mins by gamma counting,ChEMBL,"417,2",8,1,4,"4,18",COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1,https://dx.doi.org/10.1021/jm200288r,hek293,expressed,radioligand_binding,human|binding|radioligand_binding|hek293|expressed,https://dx.doi.org/10.1021/jm200288r,human|binding|chembl|https://dx.doi.org/10.1021/jm200288r,1290
