Common name,Smiles,Activity Type,p-value (-log)
CHEMBL5407845,CCC1(CC)CC(OCCCNCc2cccc(Cl)c2Cl)(c2ccccn2)CCO1,Ki,4.87
CHEMBL5174637,COc1ccccc1CCNc1nc(N)nc(NCCc2c[nH]c3ccccc23)n1,Ki,4.88
CHEMBL238875,COc1ccccc1N(C(C)=O)C1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1,Ki,4.88
CHEMBL4476394,CCc1cc(Cl)c(OC)c(N2CCN(CC(O)CCNC(=O)c3cc4ccccc4[nH]3)CC2)c1,Ki,4.88
CHEMBL5394387,Cc1cccnc1C1CCN(CCCc2nc3ccccc3s2)CC1,Ki,4.88
CHEMBL156369,Cc1cccn2ncc(CN3CCN(c4ccc(Cl)cc4)CC3)c12,Ki,4.89
CHEMBL164736,CCCN(CCC)C1CCC(=C(C#C[Si](C)(C)C)C#C[Si](C)(C)C)CC1,Ki,4.89
CHEMBL432059,Clc1ccc(N2CCN(Cc3ccc4ccnn4c3)CC2)cc1,Ki,4.89
CHEMBL2207495,CCCN1CCC(N2C(=O)C(=O)c3ccccc32)CC1,Ki,4.89
formoterol,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,Ki,4.89
CHEMBL550920,COc1ccc(N2CCN(Cc3c(C)nc4cc(C)ncn34)CC2)cc1,Ki,4.89
CHEMBL440120,N#CC(C#N)=Cc1[nH]ccc1CN1CCN(c2ccccc2)CC1,Ki,4.89
CHEMBL104201,N#CC(C#N)=Cc1ccn(C2CCN(Cc3ccccc3)CC2)c1,Ki,4.89
CHEMBL5221227,O=C1CCc2ccccc2N1CCN1CCN(c2ccccc2)CC1,Ki,4.89
CHEMBL3764557,Cc1ncoc1-c1nnc(SCCCN2CCOC(c3ccc(C(F)(F)F)cc3)C2)n1C,Ki,4.9
CHEMBL3765426,Cn1c(SCCCN2CCOC(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccc(C(N)=O)cc1,Ki,4.9
CHEMBL170923,CCCN1CCO[C@@H]2c3cc4c(cc3OC[C@H]21)CCO4,Ki,4.9
CHEMBL3765285,Cn1c(SCCCN2CCOC(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccc(-c2nnco2)cc1,Ki,4.9
CHEMBL3763200,Cn1c(SCCCN2CCOC(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccncc1,Ki,4.9
CHEMBL215997,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3cccnc3)c3ccccc32)CC1,Ki,4.9
CHEMBL4750660,[O-][S+](CCNC1CCN(Cc2ccc(F)cc2)CC1)C(c1ccc(F)cc1)c1ccc(F)cc1,Ki,4.91
CHEMBL5091656,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2CCC(C#N)(c2ccccc2)c2ccccc2)c1O,Ki,4.91
CHEMBL241102,COc1cc2c(cc1OC)CN(/C=N/c1ccc3c(c1)C(OC(C)=O)CC3)CC2,Ki,4.92
CHEMBL5222877,c1ccc(N2CCN(CCCn3cnc4ccccc43)CC2)cc1,Ki,4.92
CHEMBL2062859,CCN(CC)[C@@H]1[C@@H]2[C@@H](CN(Cc3ccccc3)[C@H]2c2ccccn2)[C@H]1CO,Ki,4.92
CHEMBL275379,Cc1cnc2c(c1)[C@@H]1c3cc(O)c(O)cc3CC[C@H]1NC2,Ki,4.92
CHEMBL2062848,CCN(CC)[C@@H]1[C@@H](CO)[C@H]2CN(Cc3ccccc3)[C@H](c3ccccc3)[C@H]21,Ki,4.92
CHEMBL211135,Clc1ccc(N2CCN(Cc3cn4nc(Cl)ccc4n3)CC2)cc1,Ki,4.92
CHEMBL3799271,N[C@@H]1Cc2cccc3[nH]c(=O)n(c23)C1,Ki,4.92
CHEMBL4636778,CC(O)CN1[C@@H](C)CN(CCSC(c2ccc(F)cc2)c2ccc(F)cc2)C[C@H]1C,Ki,4.92
CHEMBL207488,Fc1ccc(N2CCN(Cc3cn4nc(Cl)ccc4n3)CC2)cc1,Ki,4.92
CHEMBL2207495,CCCN1CCC(N2C(=O)C(=O)c3ccccc32)CC1,Ki,4.92
CHEMBL3758920,O=C(NCCCCN1CCN(c2ccc(Cl)cc2)CC1)c1ccc2ccccc2c1,Ki,4.92
CHEMBL4446350,O=C(NCCCCN1CCN(c2cccc(Cl)c2)CC1)c1ccc(-c2ccsc2)cc1,Ki,4.92
CHEMBL165022,C#CC(C#C)=C1CCC(N(CCC)CCC)CC1,Ki,4.92
isoprenaline,CC(C)NCC(O)c1ccc(O)c(O)c1,Ki,4.92
CHEMBL194099,CCCN(CCC)C1CCn2ncc(Cl)c2C1,Ki,4.92
CHEMBL162762,C#CC1=CCC(N(CCC)CCC)CC1,Ki,4.92
CHEMBL156369,Cc1cccn2ncc(CN3CCN(c4ccc(Cl)cc4)CC3)c12,Ki,4.92
CHEMBL4476394,CCc1cc(Cl)c(OC)c(N2CCN(CC(O)CCNC(=O)c3cc4ccccc4[nH]3)CC2)c1,Ki,4.94
CHEMBL27162,N#Cc1ccc2c(c1)CNCC2,Ki,4.94
CHEMBL2303762,OC[C@H]1O[C@H](Oc2ccc(CC3NCCc4cc(O)c(O)cc43)cc2)[C@H](O)[C@H](O)[C@H]1O,Ki,4.94
dopamine,NCCc1ccc(O)c(O)c1,Ki,4.94
CHEMBL4746800,CN(C)CCN1C(=O)c2ccccc2/C=C\c2ccccc21,Ki,4.94
CHEMBL4570209,COc1ccc(-c2c(=O)n(CCCCN3CCCC(c4c[nH]c5ccc(OC)cc45)C3)c(=O)n3ccccc23)cc1,Ki,4.95
CHEMBL326864,N#CC(C#N)=Cc1cccn1C1CCN(Cc2ccccc2)CC1,Ki,4.96
CHEMBL1190042,c1ccc(C2=NC[C@H](CN3CCN(c4ccccc4)CC3)N2)cc1,Ki,4.96
CHEMBL550392,Cc1cc2nc(C)c(CN3CCN(c4ccccc4)CC3)n2c(C)n1,Ki,4.96
CHEMBL240022,COc1cc2c(cc1OC)CN(/C=N/c1ccc3c(c1)C(OC(C)=O)CCC3)CC2,Ki,4.96
CHEMBL4084262,COc1ccccc1N1CCC2(CCN(CCCSc3nnc(-c4ccccc4)n3C)CC2)CC1,Ki,4.96
CHEMBL164736,CCCN(CCC)C1CCC(=C(C#C[Si](C)(C)C)C#C[Si](C)(C)C)CC1,Ki,4.96
CHEMBL4546210,CCc1cc(Cl)c(OC)c(N2CCN(CC(F)CCNC(=O)c3cc4ccccc4o3)CC2)c1,Ki,4.97
CHEMBL2207492,CCCN1CCC(n2cnc3ccccc32)CC1,Ki,4.97
CHEMBL4555827,CCc1cc(Cl)c(OC)c(N2CCN(C[C@H](O)CCNC(=O)c3cc4ccccc4[nH]3)CC2)c1,Ki,4.97
CHEMBL294458,N#CC(C#N)=Cc1cc(CN2CCN(c3ccc(Cl)cc3)CC2)c[nH]1,Ki,4.99
CHEMBL5277859,CCOC(=O)N1CCN(Cc2cnn(-c3ccc(Cl)cc3)c2)CC1,Ki,4.99
CHEMBL207488,Fc1ccc(N2CCN(Cc3cn4nc(Cl)ccc4n3)CC2)cc1,Ki,5.0
CHEMBL574569,COc1ccccc1N1CCN(CCCCNC(=O)c2cccc(-c3cn(Cc4ccc(-c5ccc(Cn6cc(-c7cccc(C(=O)NCCCCN8CCN(c9ccccc9OC)CC8)c7)nn6)cc5)cc4)nn3)c2)CC1,Ki,5.0
CHEMBL1179312,CN1CCC2(CC1)OC(C)(c1ccccc1)CC2=O,Ki,5.0
CHEMBL2432049,c1ccc(CCN[C@H]2C3C4CC5C6C4CC3C6C52)nc1,Ki,5.0
CHEMBL104092,C(#Cc1cccn1C1CCN(Cc2ccccc2)CC1)c1ccccc1,Ki,5.0
CHEMBL57019,COc1cc2ccccc2cc1C(=O)OCC1CCN(Cc2ccccc2)C1,Ki,5.0
CHEMBL1190037,CN(C)CCC1(c2ccccc2)OC=CC1=O,Ki,5.0
CHEMBL1190042,c1ccc(C2=NC[C@H](CN3CCN(c4ccccc4)CC3)N2)cc1,Ki,5.0
CHEMBL169562,c1ccc(C2=NC[C@H](N3CCN(c4ccccc4)CC3)CCN2)cc1,Ki,5.0
CHEMBL1190268,CCN(CC)CCC1(C)OC=C(c2ccccc2)C1=O,Ki,5.0
CHEMBL1190522,CN1C2CCC1CC1(C2)OC=C(c2ccccc2)C1=O,Ki,5.0
CHEMBL1190888,O=C1C(c2ccccc2)=COC12CCNCC2,Ki,5.0
CHEMBL376445,O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2cc(Br)ccc2o1,Ki,5.0
CHEMBL193337,CCCN(CCC)[C@H]1CCn2nccc2C1,Ki,5.0
CHEMBL146856,Clc1ccc2c(c1)C(N1CCN(Cc3ccccc3)CC1)=Nc1cccnc1N2,Ki,5.0
CHEMBL3764586,Cc1ncoc1-c1nnc(SCCCN2CCOC(c3ccc(C(F)(F)F)cc3F)C2)n1C,Ki,5.0
CHEMBL3764639,Cn1c(SCCCN2CCOC(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccc(C#N)cc1,Ki,5.0
BAY-309,Cc1cc(NC(=O)c2cccc(S(F)(F)(F)(F)F)c2)cc(-n2ccn3nc(-c4cccnc4)cc23)c1,Ki,5.0
CHEMBL562384,Cc1cc2nc(C)c(CN3CCN(c4ccccn4)CC3)n2c(C)n1,Ki,5.0
CHEMBL241210,O=C(NCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(C#Cc2ccccc2)cc1,Ki,5.0
CHEMBL3765072,Cn1c(SCCCN2CCOC(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccc(-n2cnnc2)cc1,Ki,5.0
CHEMBL2030637,Fc1cccc(CCCN2CCCC2)c1,Ki,5.0
CHEMBL3765426,Cn1c(SCCCN2CCOC(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccc(C(N)=O)cc1,Ki,5.0
CHEMBL3765169,Cn1c(SCCCN2CCOC(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1cnccn1,Ki,5.0
SB-408124,Cc1cc(NC(=O)Nc2ccc(N(C)C)cc2)c2cc(F)cc(F)c2n1,Ki,5.01
CHEMBL4073927,Cn1c(SCCCN2CCC3(CC2)CCN(c2ccc(F)cc2)CC3)nnc1-c1ccccc1,Ki,5.01
CHEMBL326877,c1ccc(CN2CCC(n3cccc3)CC2)cc1,Ki,5.01
CHEMBL1192095,C(=C/c1cc(CCCCN2CCN(c3ccccc3)CC2)on1)\c1ccccc1,Ki,5.01
CHEMBL1928247,CCOCCOCc1ccc(N2CCN(CCCCNC(=O)c3ccccc3)CC2)c(OC)c1,Ki,5.01
(R)-SKF-38393,Oc1cc2c(cc1O)[C@@H](c1ccccc1)CNCC2,Ki,5.02
CHEMBL5222802,CCCCCNC(=O)/N=C(\N)NCCCc1nnc(N)s1,Ki,5.02
CHEMBL4087513,N#Cc1ccc2c(c1)CCN(C[C@@H]1C[C@H]1CNC(=O)c1ccnc3ccccc13)C2,Ki,5.02
CHEMBL244946,Cc1ccc2c(-c3nnc(SCCCN4CCc5ccc(-c6cc(C)nn6C)cc5CC4)n3C)cccc2n1,Ki,5.02
CHEMBL4572614,Cc1ncc2nccn2c1-c1ccc(Oc2nccc3occc23)cc1C(F)(F)F,Ki,5.02
CHEMBL346805,O=Cc1cccc2c(CN3CCN(c4ccc(Cl)cc4)CC3)cnn12,Ki,5.02
CHEMBL4791884,O=C(NCCCCN1CCO[C@@H]2c3cc(O)ccc3OC[C@@H]21)c1cc2ccccc2[nH]1,Ki,5.03
CHEMBL19331,Oc1ccc2c(c1)CCN2,Ki,5.03
CHEMBL106119,C[C@H]1Cc2ccccc2N1C(=O)CN1CCN(Cc2ccc(Cl)cc2)CC1,Ki,5.03
CHEMBL4476372,CCn1cncc1-c1c[nH]c2ccc(Cl)c(F)c12,Ki,5.03
CHEMBL214142,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccc(Cl)cc3)c3ccccc32)CC1,Ki,5.03
CHEMBL1774386,O=C(NCCC(F)CN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2o1,Ki,5.04
CHEMBL284959,Cc1cc2c(nc1C)CN[C@@H]1CCc3cc(O)c(O)cc3[C@@H]21,Ki,5.04
CHEMBL346805,O=Cc1cccc2c(CN3CCN(c4ccc(Cl)cc4)CC3)cnn12,Ki,5.04
CHEMBL3298755,OC1(c2ccc(Cl)cc2)CCNCC1,Ki,5.04
CHEMBL4072785,O=C1COc2c(N3CCCNCC3)ccc(O)c2N1,Ki,5.05
CHEMBL1923415,Oc1cc(CN2CCN(c3ccc4c(c3)OCCO4)CC2)ccc1F,Ki,5.05
CHEMBL300553,N#CC(C#N)=Cc1[nH]ccc1CN1CCN(c2ccc(Cl)cc2)CC1,Ki,5.05
fexofenadine,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,Ki,5.05
CHEMBL4756446,CN(C)CCCN1C(=O)c2ccccc2/C=C\c2ccccc21,Ki,5.05
CHEMBL4741279,O=C(c1ccc(F)cc1)N1CCC(NCCSC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,Ki,5.05
CHEMBL484204,CCCN(CCC)CCCCNC(=O)c1ccc(-c2ccccc2)cc1,Ki,5.06
CHEMBL5417643,COc1ccc([C@@H]2C[C@H]2NCCC(C(=O)N(C)C)(c2ccccc2)c2ccccc2)cc1,Ki,5.06
CHEMBL4466483,FC(F)(F)c1cc(Oc2nccc3ccsc23)ccc1-c1cccc2nccn12,Ki,5.06
CHEMBL1195115,O=C1CC2(CCCN(Cc3ccccc3)C2)OC=C1c1ccc(F)cc1,Ki,5.06
SKF-38393,Oc1cc2c(cc1O)C(c1ccccc1)CNCC2,Ki,5.06
CHEMBL5178499,Nc1nc(NCCNc2ccccc2)nc(NCCc2c[nH]c3ccccc23)n1,Ki,5.06
CHEMBL104756,C[C@H]1CN(CC(=O)N2CCc3ccccc32)C[C@@H](C)N1Cc1ccc(Cl)cc1,Ki,5.06
CHEMBL5285358,O/N=C/c1c(CN2CCN(c3ccccc3)CC2)[nH]c2ccccc12,Ki,5.06
CHEMBL59702,c1ccc(CN2CCC(NCc3coc(-c4ccccc4)n3)CC2)cc1,Ki,5.06
CHEMBL4592256,CCn1cncc1-c1c[nH]c2ccc(C(F)(F)F)cc12,Ki,5.06
CHEMBL106635,Ic1cccn1C1CCN(Cc2ccccc2)CC1,Ki,5.07
CHEMBL4586531,O=C(NCCCCN1CCN(c2ccccc2)CC1)c1ccc(-c2ccsc2)cc1,Ki,5.07
CHEMBL326877,c1ccc(CN2CCC(n3cccc3)CC2)cc1,Ki,5.07
CHEMBL550392,Cc1cc2nc(C)c(CN3CCN(c4ccccc4)CC3)n2c(C)n1,Ki,5.07
CHEMBL196928,CCCN(CCC)C1CCn2nccc2C1,Ki,5.07
CHEMBL4062165,CCCCN1CCc2cc(C#N)ccc2C1,Ki,5.08
CHEMBL4093493,O=C1COc2c(N3CCNCC3)ccc(O)c2N1,Ki,5.08
CHEMBL1765631,CCCN(CCCCNC(=O)c1ccc(-c2ccccc2)cc1)C1CCn2ncc(C=O)c2C1,Ki,5.08
CHEMBL2037524,O=C(CCCN1CCN(c2ccc(Cl)cc2)CC1)c1nc2ccccc2s1,Ki,5.08
CHEMBL5194826,Nc1nc(NCCc2c[nH]c3ccccc23)nc(N2CCN(c3ccccc3)CC2)n1,Ki,5.08
CHEMBL2111526,COc1ccc(Br)cc1-c1nc(CNC2CCN(Cc3ccccc3)C2)co1,Ki,5.08
CHEMBL1192367,COc1ccc(C2=CC(=O)C3(CCN(CCc4ccccc4)CC3)O2)cc1,Ki,5.08
CHEMBL4277264,Cc1cc(Oc2nccc3occc23)ccc1-c1c(C)ncc2nccn12,Ki,5.08
CHEMBL104092,C(#Cc1cccn1C1CCN(Cc2ccccc2)CC1)c1ccccc1,Ki,5.08
CHEMBL2443001,COc1ccccc1N1CCN(Cc2cn(CCOCCOCCOCCF)nn2)CC1,Ki,5.08
CHEMBL4216870,NCCCCCCn1cc(CCCCN2CCC(c3ccc(-c4cc(C(=O)O)cc5cc(-c6ccc(C(F)(F)F)cc6)ccc45)cc3)CC2)nn1,Ki,5.09
CHEMBL104063,O=c1oc2ccccc2n1CCN1CCN(Cc2ccc(Cl)cc2)CC1,Ki,5.09
CHEMBL211135,Clc1ccc(N2CCN(Cc3cn4nc(Cl)ccc4n3)CC2)cc1,Ki,5.09
CHEMBL3922143,Cc1ncoc1-c1nnc(SCCCN2CC[C@]3(C[C@@H]3c3ccc(F)cc3)C2)n1C,Ki,5.09
CHEMBL241283,CCCCSC1=CCc2ccc(/N=C/N3CCc4cc(OC)c(OC)cc4C3)cc21,Ki,5.09
CHEMBL3764191,Cn1c(SCCCN2CCOC(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccsc1,Ki,5.1
CHEMBL5288831,C[C@H]1CO[C@@H](c2ccc(N)nc2)CN1C/C=C1\CCC(CNC(=O)c2cc3ccccc3[nH]2)C1,Ki,5.1
CHEMBL3764245,Cn1c(SCCCN2CCOC(c3ccc(C(F)(F)F)cc3)C2)nnc1C1CCCCC1,Ki,5.1
CHEMBL4176546,CN(C)Cc1cccc(CN/C=C2/C(=O)NC(=O)c3ccccc32)c1,Ki,5.1
CHEMBL380287,CN1CCN(c2ccc3nc(CN4CCN(c5ccc(Cl)c(Cl)c5)CC4)cn3n2)CC1,Ki,5.1
CHEMBL3764884,Cn1c(SCCCN2CCOC(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1nccs1,Ki,5.1
SKF-81297,Oc1cc2c(c(Cl)c1O)CCNCC2c1ccccc1,Ki,5.1
CHEMBL108243,COC(=O)c1ccc(-c2nc3ccccc3n2Cc2ccc(Cl)cc2)cc1,Ki,5.1
CHEMBL140594,N#Cc1ccc2[nH]c(CN3CCN(c4ccc(Cl)cc4)CC3)cc2c1,Ki,5.1
CHEMBL1160787,Oc1cc2c(c(Cl)c1O)CCNC[C@@H]2c1ccccc1,Ki,5.1
CHEMBL433255,COc1cc2ccccc2cc1OC(=O)CC1CCN(Cc2ccccc2)CC1,Ki,5.1
CHEMBL187804,O=C(NC1CCN(Cc2ccccc2)C1)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1,Ki,5.1
CHEMBL5436551,CN(C)C(=O)C(CCN[C@@H]1C[C@H]1c1ccc(F)cc1)(c1ccccc1)c1ccccc1,Ki,5.1
CHEMBL59749,c1ccc(CN2CC[C@@H](CNCc3csc(-c4ccccc4)n3)C2)cc1,Ki,5.1
CHEMBL112831,COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCCN(Cc2ccccc2)C1,Ki,5.1
dopamine,NCCc1ccc(O)c(O)c1,Ki,5.1
CHEMBL27247,CC(=O)N[C@H]1c2cccc3c2-c2c1ccc1c2[C@@H](C3)N(C)CC1,Ki,5.1
CHEMBL484170,CCCN1CCO[C@@H]2c3cc(C(=O)NC)ccc3CC[C@H]21,Ki,5.1
CHEMBL56118,N#Cc1c[nH]c(CN2CCN(c3ccccc3)CC2)c1,Ki,5.1
CHEMBL5280797,C[C@H]1CO[C@@H](c2ccc(N)nc2)CN1CC(=O)N1CCC(CNC(=O)c2cc3ccccc3[nH]2)C1,Ki,5.1
CHEMBL109472,COc1c(C(=O)N[C@@H]2CCN(Cc3ccccc3)C2)cc(C#Cc2ccccc2)c2ccccc12,Ki,5.11
CHEMBL326864,N#CC(C#N)=Cc1cccn1C1CCN(Cc2ccccc2)CC1,Ki,5.11
CHEMBL4176800,O[C@@H](COC[C@@H]1CCCO1)CN1CCN(c2ccccc2F)CC1,Ki,5.11
CHEMBL380287,CN1CCN(c2ccc3nc(CN4CCN(c5ccc(Cl)c(Cl)c5)CC4)cn3n2)CC1,Ki,5.11
CHEMBL2443000,COc1ccccc1N1CCN(Cc2cn(CCOCCOCCF)nn2)CC1,Ki,5.11
CHEMBL3622092,COc1ccc(NCCN2CCN(Cc3cc4ccccc4[nH]3)CC2)cc1,Ki,5.12
CHEMBL140594,N#Cc1ccc2[nH]c(CN3CCN(c4ccc(Cl)cc4)CC3)cc2c1,Ki,5.12
CHEMBL1197025,O=C1C(c2ccccc2)=COC12CCN(Cc1ccco1)CC2,Ki,5.12
CHEMBL1923292,Fc1ccc(CN2CCN(c3ccc4c(c3)OCCO4)CC2)cc1,Ki,5.12
CHEMBL3964649,Cc1nc(C(=O)O)ccc1-c1nnc(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)n1C,Ki,5.12
CHEMBL218787,Clc1ccc(N2CCN(Cc3cnn4c(I)cccc34)CC2)cc1,Ki,5.12
CHEMBL4796968,CN1CCN(CCCN2C(=O)c3ccccc3/C=C\c3ccccc32)CC1,Ki,5.12
CHEMBL4101993,Cn1c(SCCCN2CCC3(CC2)CCN(c2cccc(Cl)c2Cl)CC3)nnc1-c1ccccc1,Ki,5.12
CHEMBL1191537,O=C1C=C(c2ccco2)OC2(CCN(CCc3ccccc3)CC2)C1,Ki,5.12
PD 128907,CCCN1CCO[C@H]2c3cc(O)ccc3OC[C@@H]21,Ki,5.12
CHEMBL4469848,FC(F)(F)c1cc(Oc2nccc3occc23)ccc1-c1cccc2nccn12,Ki,5.12
CHEMBL294458,N#CC(C#N)=Cc1cc(CN2CCN(c3ccc(Cl)cc3)CC2)c[nH]1,Ki,5.13
CHEMBL594127,COc1ccc2c(c1)CCN(C)C2Cc1ccccc1C,Ki,5.13
CHEMBL5077645,Oc1cccc([C@@]23CCC[C@@H]([C@H]2O)N(C/C=C/c2ccccc2)CC3)c1,Ki,5.13
CHEMBL1684125,CCCN1CCc2cccc3c2C1Cc1cccc(OCCCn2cc(CCN4CCN(c5ccccc5OC)CC4)nn2)c1-3,Ki,5.13
CHEMBL63209,CN1C(=O)C(N2CCN(Cc3ccc(Cl)cc3)CC2)CCc2ccccc21,Ki,5.13
CHEMBL3287281,O=C(NCCC(CF)N1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2o1,Ki,5.13
CHEMBL5410159,CN(C)C(=O)C(CCN(CCO)[C@@H]1C[C@H]1c1ccc(Cl)cc1)(c1ccccc1)c1ccccc1,Ki,5.13
CHEMBL242004,Cc1ccc(NC(=O)C(C)C)cc1C1CCN(Cc2ccc(Oc3ccc(F)c(F)c3)cc2)CC1,Ki,5.13
CHEMBL5429207,FC(F)(F)c1cccc(N2CCN(CCC3(c4ccccn4)CCOCC3)CC2)n1,Ki,5.13
CHEMBL156845,COc1cccc(C(=O)NCCN2CCN(c3ccc(C)cc3)CC2)c1,Ki,5.13
CHEMBL2062850,OC[C@H]1[C@H]2CN(Cc3ccccc3)[C@H](c3ccccc3)[C@H]2[C@@H]1N1CCCC1,Ki,5.13
CHEMBL4791063,O=C(c1ccc(F)cc1F)N1CCC(NCCSC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,Ki,5.13
CHEMBL165171,CCCN(CCC)C1CCC(=C(C#Cc2ccccc2)C#Cc2ccccc2)CC1,Ki,5.14
CHEMBL3289977,O=S(=O)(NCCCN1CCN(c2noc3ccccc23)CC1)c1ccc2ccccc2c1,Ki,5.14
compound 28.1 [PMID: 36847646],Cc1cc(C(F)(F)F)nc(Nc2ccccc2-c2nnn[nH]2)n1,Ki,5.14
CHEMBL168571,O=C1C[C@H](CN2CCN(c3ccccc3)CC2)N=C(c2ccccc2)N1,Ki,5.14
CHEMBL1193760,O=C1C=C(c2ccccc2)OC12CCN(CCc1ccccc1)CC2,Ki,5.14
CHEMBL4452569,CCn1cncc1-c1c[nH]c2ccc(I)c(F)c12,Ki,5.15
CHEMBL4595815,COc1ccc2c(c1)c(-c1cnc(N)[nH]1)cn2S(=O)(=O)c1cccc(F)c1,Ki,5.15
CHEMBL316983,CCCN(CCC)[C@H]1CCn2c(C=O)ccc2C1,Ki,5.16
CHEMBL4173442,COC[C@@H](C)N1CCN(c2cccc(F)c2C#N)CC1,Ki,5.16
CHEMBL5399689,Cc1ccc2nc(CCCN3CCC(c4ccccn4)CC3)sc2c1,Ki,5.16
CHEMBL4066916,Oc1ccc(N2CCNCC2)c2c1OCCO2,Ki,5.16
CHEMBL2062860,OC[C@H]1[C@H]2CN(Cc3ccccc3)[C@H](c3ccccc3)[C@H]2[C@@H]1N1CCCCC1,Ki,5.16
CHEMBL284896,COc1c(C(=O)NCCN2CCN(c3ccccc3)CC2)ccc2ccccc12,Ki,5.16
CHEMBL4061189,CN(C)CC1=CC2=CN(S(=O)(=O)c3ccccc3)C3=CC=CC(O1)C23,Ki,5.17
CHEMBL4164695,COc1ccc(-c2nc(CN(C)C[C@@H]3Cc4ccccc4O3)c(C)o2)cc1C,Ki,5.17
CHEMBL107351,C[C@H]1CN(Cc2ccc(Cl)cc2)[C@H](C)CN1CC(=O)N1CCc2ccccc21,Ki,5.17
CHEMBL384046,Oc1cc2c(cc1O)[C@@H]1c3ccccc3CN[C@H]1CO2,Ki,5.17
CHEMBL110774,Clc1ccc(Cn2c(SCc3ccccc3)nc3ccccc32)cc1,Ki,5.17
CHEMBL3769536,CC1(c2ccc(F)cc2)NC(=O)N(CC(O)CN2CCN(c3ccc(F)cc3F)CC2)C1=O,Ki,5.17
CHEMBL325104,C#Cc1cccn1C1CCN(Cc2ccccc2)CC1,Ki,5.18
CHEMBL430242,CCN(CC)CCCOc1ccc(-c2nc3ccccc3n2C/C=C/Cn2c(-c3ccccc3)nc3ccccc32)cc1,Ki,5.18
CHEMBL62996,Oc1ccc(Br)cc1-c1nc(CN2CCN(c3ccccc3)CC2)co1,Ki,5.18
CHEMBL2111526,COc1ccc(Br)cc1-c1nc(CNC2CCN(Cc3ccccc3)C2)co1,Ki,5.18
CHEMBL4758774,[O-][S+](CCNC1CCN(CC(O)Cc2ccccc2)CC1)C(c1ccc(F)cc1)c1ccc(F)cc1,Ki,5.18
CHEMBL4084712,CN1CCCN(c2ccc(O)c3c2OCC(=O)N3)CC1,Ki,5.19
(R)-SKF-38393,Oc1cc2c(cc1O)[C@@H](c1ccccc1)CNCC2,Ki,5.19
CHEMBL59749,c1ccc(CN2CC[C@@H](CNCc3csc(-c4ccccc4)n3)C2)cc1,Ki,5.19
haloperidol,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,Ki,5.19
CHEMBL109472,COc1c(C(=O)N[C@@H]2CCN(Cc3ccccc3)C2)cc(C#Cc2ccccc2)c2ccccc12,Ki,5.19
CHEMBL449920,CCCN1CCN(c2ccc(OC)cc2)CC1,Ki,5.19
CHEMBL372020,CCCN(CCC)[C@H]1CCn2c(C#N)ccc2C1,Ki,5.19
CHEMBL5422150,Clc1cccc2sc(CCCN3CCN(c4ccccn4)CC3)nc12,Ki,5.19
CHEMBL1196753,Cc1ccccc1N1CCN(CCCCc2cc(-c3ccccc3)no2)CC1,Ki,5.19
CHEMBL212077,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccc(Cl)c(Cl)c3)c3ccccc32)CC1,Ki,5.19
CHEMBL168541,O=C1C[C@@H](CN2CCN(c3ccccc3)CC2)N=C(c2ccccc2)N1,Ki,5.19
CHEMBL2325929,CN1CCC(c2cn(-c3ccncc3)c3ccc(-c4cnn(C)c4)cc23)CC1,Ki,5.19
CHEMBL485227,CCCN(CCCCNC(=O)c1ccc(-c2ccccc2)cc1)C1CCCCC1,Ki,5.2
FAUC213,Clc1ccc(N2CCN(Cc3cc4ccccn4n3)CC2)cc1,Ki,5.2
CHEMBL3963688,CN[C@H]1c2cc3c(ccn3S(=O)(=O)c3ccccc3)cc2[C@@H]1CCO,Ki,5.2
