SMILES,Standardized_SMILES,LogS
CCCC(CCC)(C(O)=O)C(CCC)(\C=C\C)C(O)=O,C/C=C/C(CCC)(C(=O)O)C(CCC)(CCC)C(=O)O,-3.4953596006
C[C@H]1CC(=O)C=C2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]12C,C[C@H]1CC(=O)C=C2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@]21C,-3.5264225666000004
[Na+].CC\1=Nc2ccccc2C1=N/Nc3cc(Cl)c(cc3Cl)[S](=O)(=O)NCC[S]([O-])(=O)=O,CC1=Nc2ccccc2/C1=N/Nc1cc(Cl)c(S(=O)(=O)NCCS(=O)(=O)[O-])cc1Cl.[Na+],-3.7561795168
CC(C)(O)C(=O)c1ccc(Cc2ccc(cc2)C(=O)C(C)(C)O)cc1,CC(C)(O)C(=O)c1ccc(Cc2ccc(C(=O)C(C)(C)O)cc2)cc1,-4.536378597
[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Ba++],[Ba+2].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2],-8.7448595438
C=CC(=O)OCC1CCC2C3CC(CC3COC(=O)C=C)C12,C=CC(=O)OCC1CC2CC1C1CCC(COC(=O)C=C)C21,-4.4930858187
O=C(Nc1ccccc1)Nc2ccccc2N[S](=O)(=O)c3ccccc3,O=C(Nc1ccccc1)Nc1ccccc1NS(=O)(=O)c1ccccc1,-4.5784028785
[O--].[O--].[O--].[K+].[K+].[Ti+4],[K+].[K+].[O-2].[O-2].[O-2].[Ti+4],-5.5836431263
CCCCC(CC)COC(=O)C=C,C=CC(=O)OCC(CC)CCCC,-4.2832046138
[Zn++].CCCCC(CC)CO[P]([S-])(=S)OCC(CC)CCCC.CCCCC(CC)CO[P]([S-])(=S)OCC(CC)CCCC,CCCCC(CC)COP(=S)([S-])OCC(CC)CCCC.CCCCC(CC)COP(=S)([S-])OCC(CC)CCCC.[Zn+2],-4.9288559714
CC(=O)OC1CC2CC1C3CCCC23,CC(=O)OC1CC2CC1C1CCCC21,-3.3380498278
CCS,CCS,-0.8459165595999999
CCCCC(CC)COC(=O)OOC(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)OOC(=O)OCC(CC)CCCC,-2.5951754429
C[C@H](CCC=C(C)C)CC=O,CC(C)=CCC[C@@H](C)CC=O,-3.243750947
CC(C)[C@@]12CC[C@@](C)(O1)[C@@H](O)C2,CC(C)[C@@]12CC[C@@](C)(O1)[C@@H](O)C2,-0.288092629
CC(C)c1ccc(CCC=O)cc1,CC(C)c1ccc(CCC=O)cc1,-3.3026567859
CCCCBr,CCCCBr,-2.1977641867
[Na+].CCCCCCCCCCCC(=O)N[C@@H](CCC(O)=O)C([O-])=O,CCCCCCCCCCCC(=O)N[C@@H](CCC(=O)O)C(=O)[O-].[Na+],-3.6091104804
CCCOC(C)OCCc1ccccc1,CCCOC(C)OCCc1ccccc1,-3.3841929036
COC(OC)C(C)(C)CC=C(C)C,COC(OC)C(C)(C)CC=C(C)C,-3.3397616042
COC(C)(C)C1CCC(=CC1)C,COC(C)(C)C1CC=C(C)CC1,-3.2966135776
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(N(CC)CC)cc3[o+]c2c1.Cc1nn(-c2ccccc2)c([O-])c1N=Nc1cc(S(=O)(=O)NCCCOC(C)C)ccc1O.Cc1nn(-c2ccccc2)c([O-])c1N=Nc1cc(S(=O)(=O)NCCCOC(C)C)ccc1[O-].[Co+3],-3.2357622441000005
[O-][N+](=O)c1cc(Cl)ccc1Cl,O=[N+]([O-])c1cc(Cl)ccc1Cl,-3.3642253983
CC/C(C)=C/CCC(C)(O)C#C,C#CC(C)(O)CC/C=C(\C)CC,-2.3027678878
CO[Si](CCCOC(=O)C(C)=C)(OC)OC,C=C(C)C(=O)OCCC[Si](OC)(OC)OC,-3.4779807224
CC(C)(c1ccc(O)cc1)c2ccc(O)cc2.OC(=O)C=C.ClCC3CO3,C=CC(=O)O.CC(C)(c1ccc(O)cc1)c1ccc(O)cc1.ClCC1CO1,-3.6804449633
O=C1C=CC(=O)N1c2ccccc2,O=C1C=CC(=O)N1c1ccccc1,-2.3273175561
Cc1ccc(cc1)N2N=C(C)CC2=O,CC1=NN(c2ccc(C)cc2)C(=O)C1,-2.365667988
OB(O)c1ccc(C=O)cc1,O=Cc1ccc(B(O)O)cc1,-2.2673846672
CC(=O)CC(C)(C)c1ccccc1,CC(=O)CC(C)(C)c1ccccc1,-2.337666283
CCCCCOC(=O)CC,CCCCCOC(=O)CC,-2.2505224040000003
FC(F)=C(F)Cl,FC(F)=C(F)Cl,-2.1609542979
CCCCCCCCCCCCOCCO,CCCCCCCCCCCCOCCO,-1.4593774078
NCCCCCCCCCCC(O)=O,NCCCCCCCCCCC(=O)O,-2.4007753619
NC(Nc1ccc(Cl)cc1)=NC(N)=NCCCCCCN=C(N)N=C(N)Nc2ccc(Cl)cc2,NC(=NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)N=C(N)Nc1ccc(Cl)cc1,-2.8005950876
C\C=C1/CC2CC1C=C2,C/C=C1\CC2C=CC1C2,-3.1767964148
CCN(C(=O)N(CC)c1ccccc1)c2ccccc2,CCN(C(=O)N(CC)c1ccccc1)c1ccccc1,-3.5256277962
CCCCOC(=O)c1ccccc1N,CCCCOC(=O)c1ccccc1N,-3.3830205262
Oc1ccccc1C(=O)OCc2ccccc2,O=C(OCc1ccccc1)c1ccccc1O,-4.4139224059
CCCC[Sn](CCCC)(CCCC)CCCC,CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC,-4.596065772
[Mg++].C[O-].C[O-],C[O-].C[O-].[Mg+2],-3.9943699512
[Cd++],[Cd+2],-4.1112934221
O[S](=O)(=O)c1cccc2cc(Nc3ccccc3)cc(Nc4ccccc4)c12,O=S(=O)(O)c1cccc2cc(Nc3ccccc3)cc(Nc3ccccc3)c12,-4.6725029066
CCC(C)(OOC(C)(C)C)OOC(C)(C)C,CCC(C)(OOC(C)(C)C)OOC(C)(C)C,-4.4507609201
S(c1ccccc1)c2ccccc2,c1ccc(Sc2ccccc2)cc1,-4.3606078686
CCOCCCN[S](=O)(=O)c1ccc(Oc2cc(O)c3C(=O)c4ccccc4C(=O)c3c2N)cc1,CCOCCCNS(=O)(=O)c1ccc(Oc2cc(O)c3c(c2N)C(=O)c2ccccc2C3=O)cc1,-4.7874700957
Clc1c(Cl)c(Cl)c2C(=O)OC(=O)c2c1Cl,O=C1OC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,-4.5531196112
[Ca++].CC1=NN(c2cccc(c2)[S]([O-])(=O)=O)C(=O)C1N=Nc3cc(Cl)c(Cl)cc3[S]([O-])(=O)=O,CC1=NN(c2cccc(S(=O)(=O)[O-])c2)C(=O)C1N=Nc1cc(Cl)c(Cl)cc1S(=O)(=O)[O-].[Ca+2],-3.8390840609
CCO,CCO,1.2336682179
COc1ccc(OC)cc1,COc1ccc(OC)cc1,-2.2455315279
C1CCC(CC1)OCCc2ccccc2,c1ccc(CCOC2CCCCC2)cc1,-2.4180900548
[Co++].CCC(C)(CCC(C)C)C([O-])=O.CCC(C)(CCC(C)C)C([O-])=O,CCC(C)(CCC(C)C)C(=O)[O-].CCC(C)(CCC(C)C)C(=O)[O-].[Co+2],-2.7160174073000003
C/C=C/C(=O)C1C(C)C=CCC1(C)C,C/C=C/C(=O)C1C(C)C=CCC1(C)C,-3.3963665007
O=C(OCC1CO1)c2ccc(cc2)C(=O)OCC3CO3,O=C(OCC1CO1)c1ccc(C(=O)OCC2CO2)cc1,-3.5579600556
CCCCC/C=C/CCC=O,CCCCC/C=C/CCC=O,-3.301742894
[Na+].[Na+].CN(CCO)c1nc(Nc2ccccc2)nc(Nc3ccc(/C=C/c4ccc(Nc5nc(Nc6ccccc6)nc(n5)N(C)CCO)cc4[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O)n1,CN(CCO)c1nc(Nc2ccccc2)nc(Nc2ccc(/C=C/c3ccc(Nc4nc(Nc5ccccc5)nc(N(C)CCO)n4)cc3S(=O)(=O)[O-])c(S(=O)(=O)[O-])c2)n1.[Na+].[Na+],-3.0693211517
Cc1cc(C)c(C)c(O)c1,Cc1cc(C)c(C)c(O)c1,-2.2522030039
CC(F)(F)F,CC(F)(F)F,-2.043101387
CC(C)(O)C(=O)c1ccc(OCCO)cc1,CC(C)(O)C(=O)c1ccc(OCCO)cc1,-1.4699304792
CN=C=S,CN=C=S,-0.9832225904
CN(C(=O)N(C)c1ccccc1)c2ccccc2,CN(C(=O)N(C)c1ccccc1)c1ccccc1,-3.4975575811
O=C1CCCCCCCCCCC(=O)OCCO1,O=C1CCCCCCCCCCC(=O)OCCO1,-3.533758505
CC(C)CCCCCCCO,CC(C)CCCCCCCO,-3.3243784972
[Co++].CCC([O-])=O.CCC([O-])=O,CCC(=O)[O-].CCC(=O)[O-].[Co+2],-0.4376623173
CCOC(=O)C1OC1c2ccccc2,CCOC(=O)C1OC1c1ccccc1,-2.4096512377
CC(C)CCCC(C)(C)O,CC(C)CCCC(C)(C)O,-2.2869836341
CCC(=O)OCc1ccccc1,CCC(=O)OCc1ccccc1,-2.344979827
CC(=O)OC1(CCCCC1)C#C,C#CC1(OC(C)=O)CCCCC1,-2.352215179
CCN(CC)CC,CCN(CC)CC,-0.1376829835
CCCCCCCC\C=C/CCCCCCCCNCCCNCCCN,CCCCCCCC/C=C\CCCCCCCCNCCCNCCCN,-3.7183913352
CSC,CSC,-0.9312189022
[Na+].CNC([S-])=S,CNC(=S)[S-].[Na+],0.747325108
Nc1cc(Cl)c(Cl)cc1Cl,Nc1cc(Cl)c(Cl)cc1Cl,-3.4359504856
Clc1cccc(n1)C(Cl)(Cl)Cl,Clc1cccc(C(Cl)(Cl)Cl)n1,-3.506108364
OC(=O)c1cc2ccccc2cc1O,O=C(O)c1cc2ccccc2cc1O,-3.4172455835
C\C=C/C=C.C/C=C/C=C.C1CC=CC1,C1=CCCC1.C=C/C=C/C.C=C/C=C\C,-2.4542650743000003
CC(C)c1cccc(c1)C(C)CC=O,CC(C)c1cccc(C(C)CC=O)c1,-3.6773468456
[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].Nc1c(N=Nc2cc(Nc3nc(Cl)nc(Nc4cccc(c4)[S](=O)(=O)CCO[S]([O-])(=O)=O)n3)ccc2[S]([O-])(=O)=O)c(cc5cc(c(N=Nc6ccc7c(cccc7[S]([O-])(=O)=O)c6[S]([O-])(=O)=O)c(O)c15)[S]([O-])(=O)=O)[S]([O-])(=O)=O,Nc1c(N=Nc2cc(Nc3nc(Cl)nc(Nc4cccc(S(=O)(=O)CCOS(=O)(=O)[O-])c4)n3)ccc2S(=O)(=O)[O-])c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])c(N=Nc3ccc4c(S(=O)(=O)[O-])cccc4c3S(=O)(=O)[O-])c(O)c12.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],-1.277021164
FC1CC(F)(F)C(F)(F)C1(F)F,FC1CC(F)(F)C(F)(F)C1(F)F,-2.436880918
CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,CCC[CH2][Sn+]([CH2]CCC)[CH2]CCC.CCC[CH2][Sn+]([CH2]CCC)[CH2]CCC.[O-2],-3.9228515135
CCCCC,CCCCC,-3.006984006
COc1cc(\C=C\C)ccc1O,C/C=C/c1ccc(O)c(OC)c1,-2.3647374971
Cc1ccc(C=O)cc1C,Cc1ccc(C=O)cc1C,-2.277035079
O.CC([NH3+])c1ccccc1.C[C@@H]2O[C@@H]2[P](O)([O-])=O,CC([NH3+])c1ccccc1.C[C@@H]1O[C@@H]1P(=O)([O-])O.O,-0.5941393378000001
[Na+].[Na+].[O-]C(=O)c1ccccc1C2=C3C=C(I)C(=O)C(=C3Oc4c(I)c([O-])c(I)cc24)I,O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12.[Na+].[Na+],-1.0993150407
CCCCOC(C)=O,CCCCOC(C)=O,-1.2199585633
Nc1ccc(c2ccc(N)cc2[S](O)(=O)=O)c(c1)[S](O)(=O)=O,Nc1ccc(-c2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,-2.6919272706
COc1cc(C=O)cc(c1O)[N+]([O-])=O,COc1cc(C=O)cc([N+](=O)[O-])c1O,-2.4496899299
CCN(CC)c1cccc(NC(C)=O)c1,CCN(CC)c1cccc(NC(C)=O)c1,-2.4693780306
O=[Pb],[O-2].[Pb+2],-3.5023551324
Cc1ccccc1NC(N)=Nc2ccccc2C,Cc1ccccc1N=C(N)Nc1ccccc1C,-3.5338845835000003
CCCC(CC)COC(=O)CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,CCCC(CC)COC(=O)CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,-7.098737149600001
CC1(C)CCCC2(C)C3CCC(C13)C2=C,C=C1C2CCC3C2C(C)(C)CCCC13C,-4.412762427200001
Oc1ccccc1C(=O)OCCc2ccccc2,O=C(OCCc1ccccc1)c1ccccc1O,-4.4891053349000005
CC(COC(=O)c1ccccc1)OC(=O)c2ccccc2,CC(COC(=O)c1ccccc1)OC(=O)c1ccccc1,-4.5673029377
[Ca++].[Ca++].[Ca++].[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O,O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[Ca+2].[Ca+2].[Ca+2],-4.6051146656
CCC(C)(C)C1CCCCC1OC(C)=O,CCC(C)(C)C1CCCCC1OC(C)=O,-4.4462039036
N#C[C](=[C]1CC[CH2]CC1)c2ccccc2,N#CC(=C1CCCCC1)c1ccccc1,-4.4200239973
OC(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,-4.6202577876
[O-][N+](=O)c1ccc(CCc2ccc(cc2)[N+]([O-])=O)cc1,O=[N+]([O-])c1ccc(CCc2ccc([N+](=O)[O-])cc2)cc1,-4.589885800199999
CC(C)(C)CC(C)(C)c1ccc(O)cc1,CC(C)(C)CC(C)(C)c1ccc(O)cc1,-4.4694622333
CCCCCCCCCc1ccc(O)cc1,CCCCCCCCCc1ccc(O)cc1,-4.4980268403
COc1ccc(cc1[N+]([O-])=O)C(=O)Nc2ccc(cc2)C(N)=O,COc1ccc(C(=O)Nc2ccc(C(N)=O)cc2)cc1[N+](=O)[O-],-4.6536052692
[Cl-].CCCCCCCCCCCCCCCCCC[NH+](C)C,CCCCCCCCCCCCCCCCCC[NH+](C)C.[Cl-],-4.6786900339
[Br-].CCCC[N+](CCCC)(CCCC)CCCC,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],1.3320248442
[OH-].[OH-].[Cd++],[Cd+2].[OH-].[OH-],-3.3236333941
Fc1ccc2O[C@@H](CCc2c1)[C@@H]3CO3.Fc4ccc5O[C@@H](CCc5c4)[C@H]6CO6.Fc7ccc8O[C@H](CCc8c7)[C@@H]9CO9.Fc%10ccc%11O[C@H](CCc%11c%10)[C@H]%12CO%12,Fc1ccc2c(c1)CC[C@@H]([C@@H]1CO1)O2.Fc1ccc2c(c1)CC[C@@H]([C@H]1CO1)O2.Fc1ccc2c(c1)CC[C@H]([C@@H]1CO1)O2.Fc1ccc2c(c1)CC[C@H]([C@H]1CO1)O2,-3.0521011765
CC(C)=CCC\C(C)=C\CO,CC(C)=CCC/C(C)=C/CO,-2.3519095035
COc1ccccc1OC,COc1ccccc1OC,-1.3149750669
Nc1cnn(CCO)c1N.O[S](O)(=O)=O,Nc1cnn(CCO)c1N.O=S(=O)(O)O,0.4442593444
[Na+].[Na+].[O-][S](=O)(=O)c1cccc(c1)[S]([O-])(=O)=O,O=S(=O)([O-])c1cccc(S(=O)(=O)[O-])c1.[Na+].[Na+],0.3709472853
CCCCOCCO[P](=O)(OCCOCCCC)OCCOCCCC,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,-2.7785623319
CCCCCCOC,CCCCCCOC,-2.2450853258000003
[O-][N+](=O)c1cc(ccc1Cl)C(F)(F)F,O=[N+]([O-])c1cc(C(F)(F)F)ccc1Cl,-2.5337046723
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,-3.7709815003
CC(C)c1ccc(cc1)C(C)CC=O,CC(C)c1ccc(C(C)CC=O)cc1,-3.4598629014
CC1CC(=CC(C)C1CO)C,CC1=CC(C)C(CO)C(C)C1,-2.3711973931
CC/C(C)=C/CCC(C)(O)C=C,C=CC(C)(O)CC/C=C(\C)CC,-2.4091286640000003
O=C(OCC1CO1)c2ccc(C(=O)OCC3CO3)c(c2)C(=O)OCC4CO4,O=C(OCC1CO1)c1ccc(C(=O)OCC2CO2)c(C(=O)OCC2CO2)c1,-2.7622964758
CC1CC(C)(CO1)c2ccccc2,CC1CC(C)(c2ccccc2)CO1,-2.4332379452
CCCCC(CC)C(=O)OCC,CCCCC(CC)C(=O)OCC,-3.423291255
Oc1cccc2cccnc12,Oc1cccc2cccnc12,-2.3496052546
[Na+].[Na+].[Na+].CCN(c1cccc(c1)[S](=O)(=O)CCO[S]([O-])(=O)=O)c2nc(Cl)nc(Nc3ccc4C(=O)C(=N/Nc5ccc(OC)cc5[S]([O-])(=O)=O)\C(=Cc4c3)[S]([O-])(=O)=O)n2,CCN(c1cccc(S(=O)(=O)CCOS(=O)(=O)[O-])c1)c1nc(Cl)nc(Nc2ccc3c(c2)C=C(S(=O)(=O)[O-])/C(=N/Nc2ccc(OC)cc2S(=O)(=O)[O-])C3=O)n1.[Na+].[Na+].[Na+],-1.1616711076
[OH-].[OH-].[Zn++],[OH-].[OH-].[Zn+2],-2.1858288548
CCOc1ccccc1OCC,CCOc1ccccc1OCC,-2.41045076
C\C=C\C,C/C=C/C,-1.9394650737
OCC(O)C(O)C(O)CO,OCC(O)C(O)C(O)CO,0.6252744890999999
CC(=C)C=C,C=CC(=C)C,-2.0257332357
CCCCCCCC/C=C/CCCCCCCCNCCCNCCCNCCCN,CCCCCCCC/C=C/CCCCCCCCNCCCNCCCNCCCN,-3.8360757577
CC(C)CCCC(C)CCO,CC(C)CCCC(C)CCO,-3.3932597866000003
[Na+].[Na+].CCN1C(=C(N=Nc2ccc(cc2)[S](=O)(=O)c3ccc(cc3)N=NC4=C(O)N(CC)C(=O)C(=C4C)C[S]([O-])(=O)=O)C(=C(C[S]([O-])(=O)=O)C1=O)C)O,CCn1c(O)c(N=Nc2ccc(S(=O)(=O)c3ccc(N=Nc4c(C)c(CS(=O)(=O)[O-])c(=O)n(CC)c4O)cc3)cc2)c(C)c(CS(=O)(=O)[O-])c1=O.[Na+].[Na+],-2.1021873796
CC(=O)c1ccccc1,CC(=O)c1ccccc1,-1.2803868403
CCCCCC(O)C(/C)=C/CC,CC/C=C(\C)C(O)CCCCC,-3.4318638977
CCCCOC(=O)CCC,CCCCOC(=O)CCC,-2.3610477791
OC(=O)c1ccccc1C(O)=O,O=C(O)c1ccccc1C(=O)O,-1.4245732761
O=CC1CCC2C3CCC(C3)C12,O=CC1CCC2C3CCC(C3)C12,-2.4199676473
CC(C)c1ccccc1C(C)C.OO,CC(C)c1ccccc1C(C)C.OO,-2.4977135853
Cc1cccc(C)c1O,Cc1cccc(C)c1O,-1.292396158
[Re],[Re],-0.4755079565
CCC(O)c1ccccc1,CCC(O)c1ccccc1,-2.3403675905
CC(=O)c1cccc(c1)C(F)(F)F,CC(=O)c1cccc(C(F)(F)F)c1,-2.4821079167
Nc1ccc(Cl)cc1Cl,Nc1ccc(Cl)cc1Cl,-2.4171742578
CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,-3.4963238418
NN[S](=O)(=O)c1ccc(Oc2ccc(cc2)[S](=O)(=O)NN)cc1,NNS(=O)(=O)c1ccc(Oc2ccc(S(=O)(=O)NN)cc2)cc1,-3.7584891954
[Sr++].[O-][P]([O-])([O-])=O,O=P([O-])([O-])[O-].[Sr+2],-3.4683853884
CC/C=C/CC/C=C/C=C,C=C/C=C/CC/C=C/CC,-3.34190657
OC\C=C/CO,OC/C=C\CO,0.8466851642000001
CCOCCOCCOCCOC(=O)C(C)=C,C=C(C)C(=O)OCCOCCOCCOCC,-0.6030114261
CC(=O)OCC1=C(N2[C@H](SC1)[C@H](N)C2=O)C(O)=O,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](N)[C@H]2SC1,-2.6489777217
CCCCCCCCCC(O)=O,CCCCCCCCCC(=O)O,-3.4452161366000005
CC(C)C,CC(C)C,-2.977604072
CCCC,CCCC,-2.977604072
CC,CC,-2.6913820060000004
CC1(C)C2CC=C(CCC=O)C1C2,CC1(C)C2CC=C(CCC=O)C1C2,-3.4657606101
OC(=O)Cc1ccc(O)cc1,O=C(O)Cc1ccc(O)cc1,-0.3990804112
COc1ccc(COC(C)=O)cc1,COc1ccc(COC(C)=O)cc1,-2.4740066421
[H+].[NH4+].[F-].[F-],[F-].[F-].[H+].[NH4+],1.0233941334
Nc1nc(N)nc(n1)c2ccccc2,Nc1nc(N)nc(-c2ccccc2)n1,-2.4941685135
CC(C)(C)C1CCC(CC1)OC(=O)C=C,C=CC(=O)OC1CCC(C(C)(C)C)CC1,-3.539328096
Brc1ccc(Br)c(C=C)c1,C=Cc1cc(Br)ccc1Br,-4.5787304077
Cc1ccccc1NC(=O)c2cc3ccccc3cc2O,Cc1ccccc1NC(=O)c1cc2ccccc2cc1O,-4.6234419541000005
COC(=O)c1nc(Cl)c(Cl)nc1N,COC(=O)c1nc(Cl)c(Cl)nc1N,-4.5348386091
O1[Pb]O[Pb]2O[Pb]1O2,[O-2].[O-2].[O-2].[O-2].[Pb+2].[Pb+3].[Pb+3],-4.0080532109
CCCCCCCC\C=C/CCCCCCCC(=O)N(CCCC)CCCC,CCCCCCCC/C=C\CCCCCCCC(=O)N(CCCC)CCCC,-4.788985440799999
CC(=C)C(=O)OC1CC2CCC1(C)C2(C)C,C=C(C)C(=O)OC1CC2CCC1(C)C2(C)C,-4.5442204359
CCCCCCCCCOC(C)=O,CCCCCCCCCOC(C)=O,-4.4708606495
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC.CCCCCCCCCCCC(CC)CCCCCCC(CC)CCCCCCC.CCC1CCC(CC)CC1.Cc2cccc(C)c2.C3CCC4CC5CCCCC5CC4C3.c6ccc7ccccc7c6.c8ccc9cc%10ccccc%10cc9c8,C1CCC2CC3CCCCC3CC2C1.CCC1CCC(CC)CC1.CCCCCCCCCCCC(CC)CCCCCCC(CC)CCCCCCC.CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC.Cc1cccc(C)c1.c1ccc2cc3ccccc3cc2c1.c1ccc2ccccc2c1,-5.4050532611
CCCCCCCCCCCCCC.CCc1ccccc1.c2ccccc2.c3ccc4ccccc4c3.c5ccc6cc7ccccc7cc6c5,CCCCCCCCCCCCCC.CCc1ccccc1.c1ccc2cc3ccccc3cc2c1.c1ccc2ccccc2c1.c1ccccc1,-5.0416978328
c1ccc2ccccc2c1,c1ccc2ccccc2c1,-4.3112256046
Oc1ccccc1C(=O)OC2CCCCC2,O=C(OC1CCCCC1)c1ccccc1O,-4.5540762927
CC(=C)[C@@H]1CCC(=CC1)C,C=C(C)[C@H]1CC=C(C)CC1,-4.346837785
CC\C=C/CCOC(=O)C\C=C/CC,CC/C=C\CCOC(=O)C/C=C\CC,-4.5097094839
CC[C@]12CC[C@H]3[C@@H](CCC4=C3CC=C(C4)OC)[C@@H]1CC[C@@H]2O,CC[C@]12CC[C@@H]3C4=C(CC[C@H]3[C@@H]1CC[C@@H]2O)CC(OC)=CC4,-4.7025138257
CCCCCCCCCCCC(=O)OCC(O)CO,CCCCCCCCCCCC(=O)OCC(O)CO,-4.6602344394
COc1ccc(c(O)c1)C(=O)c2ccccc2,COc1ccc(C(=O)c2ccccc2)c(O)c1,-4.5802538276
CC1CCC2C(C)(C)C3CC12CC(=C3C)C(C)=O,CC(=O)C1=C(C)C2CC3(C1)C(C)CCC3C2(C)C,-4.6134788776
CCOC(=O)c1ccccc1,CCOC(=O)c1ccccc1,-2.3999022404
OC(=O)CCc1ccccc1,O=C(O)CCc1ccccc1,-1.4057514128
CC(C)=CCC\C(C)=C\C=O,CC(C)=CCC/C(C)=C/C=O,-2.4116682055000003
CCCCCCC1CCCC1=O,CCCCCCC1CCCC1=O,-3.4515155376
CC(C)C(=O)C(C)(C)CC=C(C)C,CC(C)=CCC(C)(C)C(=O)C(C)C,-3.4892158636
Oc1ccc(C=C)cc1C=C,C=Cc1ccc(O)c(C=C)c1,-3.3940626837
Nc1ccc(Cl)cc1O,Nc1ccc(Cl)cc1O,-2.3906599281
CCOc1ccc(cc1)C(O)=O,CCOc1ccc(C(=O)O)cc1,-2.4548997462
[OH-].[OH-].[Pb++].[Pb++].[Pb++].[O-]C([O-])=O.[O-]C([O-])=O,O=C([O-])[O-].O=C([O-])[O-].[OH-].[OH-].[Pb+2].[Pb+2].[Pb+2],-5.5472319177
Nc1c(Cl)cc(cc1Cl)C(F)(F)F,Nc1c(Cl)cc(C(F)(F)F)cc1Cl,-3.591642752
CNCCCN1c2ccccc2CCc3ccccc13,CNCCCN1c2ccccc2CCc2ccccc21,-3.6576170412
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2ccnc2,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,-3.7030926455
CCCCCCCCC(O)CO,CCCCCCCCC(O)CO,-2.4785789552
CCC(C)C1CCCCC1=O,CCC(C)C1CCCCC1=O,-2.427057806
COc1cc(C=O)ccc1OC(=O)C(C)C,COc1cc(C=O)ccc1OC(=O)C(C)C,-2.5886676064
Cc1ccccc1,Cc1ccccc1,-2.2062982993
[Sr++].Cc1cc(N\N=C/2C(=O)C(=Cc3ccccc23)C([O-])=O)c(cc1Cl)[S]([O-])(=O)=O,Cc1cc(N/N=C2/C(=O)C(C(=O)[O-])=Cc3ccccc32)c(S(=O)(=O)[O-])cc1Cl.[Sr+2],-3.9441003714
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2O,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@@H]2O,-3.7003596507
