Unnamed: 0,SMILES,LogS,Standardized_SMILES
152,[Si+4].[Si+4].[Si+4].[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O,-3.0559869634,O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[Si+4].[Si+4].[Si+4]
153,CCCCCCCl,-3.1223887332,CCCCCCCl
154,CC(=C)C(=O)OCC(F)(F)F,-2.2684756839,C=C(C)C(=O)OCC(F)(F)F
155,[O-][N+](=O)O[Bi](O[N+]([O-])=O)O[N+]([O-])=O,-2.642008137,O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Bi+3]
156,CCCCCCC(C)=O,-2.1536963273,CCCCCCC(C)=O
157,CCCCC/C=C/CC(CC(O)=O)C(O)=O,-2.4042405739,CCCCC/C=C/CC(CC(=O)O)C(=O)O
158,CCCC(CCC)(C(O)=O)C(CCC)(\C=C\C)C(O)=O,-3.4953596006,C/C=C/C(CCC)(C(=O)O)C(CCC)(CCC)C(=O)O
159,C[C@H]1CC(=O)C=C2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]12C,-3.5264225666000004,C[C@H]1CC(=O)C=C2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@]21C
160,[Na+].CC\1=Nc2ccccc2C1=N/Nc3cc(Cl)c(cc3Cl)[S](=O)(=O)NCC[S]([O-])(=O)=O,-3.7561795168,CC1=Nc2ccccc2/C1=N/Nc1cc(Cl)c(S(=O)(=O)NCCS(=O)(=O)[O-])cc1Cl.[Na+]
161,CC(C)(O)C(=O)c1ccc(Cc2ccc(cc2)C(=O)C(C)(C)O)cc1,-4.536378597,CC(C)(O)C(=O)c1ccc(Cc2ccc(C(=O)C(C)(C)O)cc2)cc1
162,[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Ba++],-8.7448595438,[Ba+2].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2]
163,C=CC(=O)OCC1CCC2C3CC(CC3COC(=O)C=C)C12,-4.4930858187,C=CC(=O)OCC1CC2CC1C1CCC(COC(=O)C=C)C21
164,O=C(Nc1ccccc1)Nc2ccccc2N[S](=O)(=O)c3ccccc3,-4.5784028785,O=C(Nc1ccccc1)Nc1ccccc1NS(=O)(=O)c1ccccc1
165,[O--].[O--].[O--].[K+].[K+].[Ti+4],-5.5836431263,[K+].[K+].[O-2].[O-2].[O-2].[Ti+4]
166,CCCCC(CC)COC(=O)C=C,-4.2832046138,C=CC(=O)OCC(CC)CCCC
167,[Zn++].CCCCC(CC)CO[P]([S-])(=S)OCC(CC)CCCC.CCCCC(CC)CO[P]([S-])(=S)OCC(CC)CCCC,-4.9288559714,CCCCC(CC)COP(=S)([S-])OCC(CC)CCCC.CCCCC(CC)COP(=S)([S-])OCC(CC)CCCC.[Zn+2]
168,CC(=O)OC1CC2CC1C3CCCC23,-3.3380498278,CC(=O)OC1CC2CC1C1CCCC21
169,CCS,-0.8459165595999999,CCS
170,CCCCC(CC)COC(=O)OOC(=O)OCC(CC)CCCC,-2.5951754429,CCCCC(CC)COC(=O)OOC(=O)OCC(CC)CCCC
171,C[C@H](CCC=C(C)C)CC=O,-3.243750947,CC(C)=CCC[C@@H](C)CC=O
172,CC(C)[C@@]12CC[C@@](C)(O1)[C@@H](O)C2,-0.288092629,CC(C)[C@@]12CC[C@@](C)(O1)[C@@H](O)C2
173,CC(C)c1ccc(CCC=O)cc1,-3.3026567859,CC(C)c1ccc(CCC=O)cc1
174,CCCCBr,-2.1977641867,CCCCBr
175,[Na+].CCCCCCCCCCCC(=O)N[C@@H](CCC(O)=O)C([O-])=O,-3.6091104804,CCCCCCCCCCCC(=O)N[C@@H](CCC(=O)O)C(=O)[O-].[Na+]
176,CCCOC(C)OCCc1ccccc1,-3.3841929036,CCCOC(C)OCCc1ccccc1
177,COC(OC)C(C)(C)CC=C(C)C,-3.3397616042,COC(OC)C(C)(C)CC=C(C)C
178,COC(C)(C)C1CCC(=CC1)C,-3.2966135776,COC(C)(C)C1CC=C(C)CC1
179,[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,-3.2357622441000005,CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(N(CC)CC)cc3[o+]c2c1.Cc1nn(-c2ccccc2)c([O-])c1N=Nc1cc(S(=O)(=O)NCCCOC(C)C)ccc1O.Cc1nn(-c2ccccc2)c([O-])c1N=Nc1cc(S(=O)(=O)NCCCOC(C)C)ccc1[O-].[Co+3]
180,[O-][N+](=O)c1cc(Cl)ccc1Cl,-3.3642253983,O=[N+]([O-])c1cc(Cl)ccc1Cl
181,CC/C(C)=C/CCC(C)(O)C#C,-2.3027678878,C#CC(C)(O)CC/C=C(\C)CC
182,CO[Si](CCCOC(=O)C(C)=C)(OC)OC,-3.4779807224,C=C(C)C(=O)OCCC[Si](OC)(OC)OC
183,CC(C)(c1ccc(O)cc1)c2ccc(O)cc2.OC(=O)C=C.ClCC3CO3,-3.6804449633,C=CC(=O)O.CC(C)(c1ccc(O)cc1)c1ccc(O)cc1.ClCC1CO1
184,O=C1C=CC(=O)N1c2ccccc2,-2.3273175561,O=C1C=CC(=O)N1c1ccccc1
185,Cc1ccc(cc1)N2N=C(C)CC2=O,-2.365667988,CC1=NN(c2ccc(C)cc2)C(=O)C1
186,OB(O)c1ccc(C=O)cc1,-2.2673846672,O=Cc1ccc(B(O)O)cc1
187,CC(=O)CC(C)(C)c1ccccc1,-2.337666283,CC(=O)CC(C)(C)c1ccccc1
188,CCCCCOC(=O)CC,-2.2505224040000003,CCCCCOC(=O)CC
189,FC(F)=C(F)Cl,-2.1609542979,FC(F)=C(F)Cl
190,CCCCCCCCCCCCOCCO,-1.4593774078,CCCCCCCCCCCCOCCO
191,NCCCCCCCCCCC(O)=O,-2.4007753619,NCCCCCCCCCCC(=O)O
192,NC(Nc1ccc(Cl)cc1)=NC(N)=NCCCCCCN=C(N)N=C(N)Nc2ccc(Cl)cc2,-2.8005950876,NC(=NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)N=C(N)Nc1ccc(Cl)cc1
193,C\C=C1/CC2CC1C=C2,-3.1767964148,C/C=C1\CC2C=CC1C2
194,CCN(C(=O)N(CC)c1ccccc1)c2ccccc2,-3.5256277962,CCN(C(=O)N(CC)c1ccccc1)c1ccccc1
195,CCCCOC(=O)c1ccccc1N,-3.3830205262,CCCCOC(=O)c1ccccc1N
196,Oc1ccccc1C(=O)OCc2ccccc2,-4.4139224059,O=C(OCc1ccccc1)c1ccccc1O
197,CCCC[Sn](CCCC)(CCCC)CCCC,-4.596065772,CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC
198,[Mg++].C[O-].C[O-],-3.9943699512,C[O-].C[O-].[Mg+2]
199,[Cd++],-4.1112934221,[Cd+2]
200,O[S](=O)(=O)c1cccc2cc(Nc3ccccc3)cc(Nc4ccccc4)c12,-4.6725029066,O=S(=O)(O)c1cccc2cc(Nc3ccccc3)cc(Nc3ccccc3)c12
201,CCC(C)(OOC(C)(C)C)OOC(C)(C)C,-4.4507609201,CCC(C)(OOC(C)(C)C)OOC(C)(C)C
202,S(c1ccccc1)c2ccccc2,-4.3606078686,c1ccc(Sc2ccccc2)cc1
203,CCOCCCN[S](=O)(=O)c1ccc(Oc2cc(O)c3C(=O)c4ccccc4C(=O)c3c2N)cc1,-4.7874700957,CCOCCCNS(=O)(=O)c1ccc(Oc2cc(O)c3c(c2N)C(=O)c2ccccc2C3=O)cc1
204,Clc1c(Cl)c(Cl)c2C(=O)OC(=O)c2c1Cl,-4.5531196112,O=C1OC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21
205,[Ca++].CC1=NN(c2cccc(c2)[S]([O-])(=O)=O)C(=O)C1N=Nc3cc(Cl)c(Cl)cc3[S]([O-])(=O)=O,-3.8390840609,CC1=NN(c2cccc(S(=O)(=O)[O-])c2)C(=O)C1N=Nc1cc(Cl)c(Cl)cc1S(=O)(=O)[O-].[Ca+2]
206,CCO,1.2336682179,CCO
207,COc1ccc(OC)cc1,-2.2455315279,COc1ccc(OC)cc1
208,C1CCC(CC1)OCCc2ccccc2,-2.4180900548,c1ccc(CCOC2CCCCC2)cc1
209,[Co++].CCC(C)(CCC(C)C)C([O-])=O.CCC(C)(CCC(C)C)C([O-])=O,-2.7160174073000003,CCC(C)(CCC(C)C)C(=O)[O-].CCC(C)(CCC(C)C)C(=O)[O-].[Co+2]
210,C/C=C/C(=O)C1C(C)C=CCC1(C)C,-3.3963665007,C/C=C/C(=O)C1C(C)C=CCC1(C)C
211,O=C(OCC1CO1)c2ccc(cc2)C(=O)OCC3CO3,-3.5579600556,O=C(OCC1CO1)c1ccc(C(=O)OCC2CO2)cc1
212,CCCCC/C=C/CCC=O,-3.301742894,CCCCC/C=C/CCC=O
213,[Na+].[Na+].CN(CCO)c1nc(Nc2ccccc2)nc(Nc3ccc(/C=C/c4ccc(Nc5nc(Nc6ccccc6)nc(n5)N(C)CCO)cc4[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O)n1,-3.0693211517,CN(CCO)c1nc(Nc2ccccc2)nc(Nc2ccc(/C=C/c3ccc(Nc4nc(Nc5ccccc5)nc(N(C)CCO)n4)cc3S(=O)(=O)[O-])c(S(=O)(=O)[O-])c2)n1.[Na+].[Na+]
214,Cc1cc(C)c(C)c(O)c1,-2.2522030039,Cc1cc(C)c(C)c(O)c1
215,CC(F)(F)F,-2.043101387,CC(F)(F)F
216,CC(C)(O)C(=O)c1ccc(OCCO)cc1,-1.4699304792,CC(C)(O)C(=O)c1ccc(OCCO)cc1
217,CN=C=S,-0.9832225904,CN=C=S
218,CN(C(=O)N(C)c1ccccc1)c2ccccc2,-3.4975575811,CN(C(=O)N(C)c1ccccc1)c1ccccc1
219,O=C1CCCCCCCCCCC(=O)OCCO1,-3.533758505,O=C1CCCCCCCCCCC(=O)OCCO1
220,CC(C)CCCCCCCO,-3.3243784972,CC(C)CCCCCCCO
221,[Co++].CCC([O-])=O.CCC([O-])=O,-0.4376623173,CCC(=O)[O-].CCC(=O)[O-].[Co+2]
222,CCOC(=O)C1OC1c2ccccc2,-2.4096512377,CCOC(=O)C1OC1c1ccccc1
223,CC(C)CCCC(C)(C)O,-2.2869836341,CC(C)CCCC(C)(C)O
224,CCC(=O)OCc1ccccc1,-2.344979827,CCC(=O)OCc1ccccc1
225,CC(=O)OC1(CCCCC1)C#C,-2.352215179,C#CC1(OC(C)=O)CCCCC1
226,CCN(CC)CC,-0.1376829835,CCN(CC)CC
227,CCCCCCCC\C=C/CCCCCCCCNCCCNCCCN,-3.7183913352,CCCCCCCC/C=C\CCCCCCCCNCCCNCCCN
228,CSC,-0.9312189022,CSC
229,[Na+].CNC([S-])=S,0.747325108,CNC(=S)[S-].[Na+]
230,Nc1cc(Cl)c(Cl)cc1Cl,-3.4359504856,Nc1cc(Cl)c(Cl)cc1Cl
231,Clc1cccc(n1)C(Cl)(Cl)Cl,-3.506108364,Clc1cccc(C(Cl)(Cl)Cl)n1
232,OC(=O)c1cc2ccccc2cc1O,-3.4172455835,O=C(O)c1cc2ccccc2cc1O
233,C\C=C/C=C.C/C=C/C=C.C1CC=CC1,-2.4542650743000003,C1=CCCC1.C=C/C=C/C.C=C/C=C\C
234,CC(C)c1cccc(c1)C(C)CC=O,-3.6773468456,CC(C)c1cccc(C(C)CC=O)c1
235,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].Nc1c(N=Nc2cc(Nc3nc(Cl)nc(Nc4cccc(c4)[S](=O)(=O)CCO[S]([O-])(=O)=O)n3)ccc2[S]([O-])(=O)=O)c(cc5cc(c(N=Nc6ccc7c(cccc7[S]([O-])(=O)=O)c6[S]([O-])(=O)=O)c(O)c15)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-1.277021164,Nc1c(N=Nc2cc(Nc3nc(Cl)nc(Nc4cccc(S(=O)(=O)CCOS(=O)(=O)[O-])c4)n3)ccc2S(=O)(=O)[O-])c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])c(N=Nc3ccc4c(S(=O)(=O)[O-])cccc4c3S(=O)(=O)[O-])c(O)c12.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
236,FC1CC(F)(F)C(F)(F)C1(F)F,-2.436880918,FC1CC(F)(F)C(F)(F)C1(F)F
237,CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,-3.9228515135,CCC[CH2][Sn+]([CH2]CCC)[CH2]CCC.CCC[CH2][Sn+]([CH2]CCC)[CH2]CCC.[O-2]
238,CCCCC,-3.006984006,CCCCC
239,COc1cc(\C=C\C)ccc1O,-2.3647374971,C/C=C/c1ccc(O)c(OC)c1
240,Cc1ccc(C=O)cc1C,-2.277035079,Cc1ccc(C=O)cc1C
241,O.CC([NH3+])c1ccccc1.C[C@@H]2O[C@@H]2[P](O)([O-])=O,-0.5941393378000001,CC([NH3+])c1ccccc1.C[C@@H]1O[C@@H]1P(=O)([O-])O.O
242,[Na+].[Na+].[O-]C(=O)c1ccccc1C2=C3C=C(I)C(=O)C(=C3Oc4c(I)c([O-])c(I)cc24)I,-1.0993150407,O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12.[Na+].[Na+]
243,CCCCOC(C)=O,-1.2199585633,CCCCOC(C)=O
244,Nc1ccc(c2ccc(N)cc2[S](O)(=O)=O)c(c1)[S](O)(=O)=O,-2.6919272706,Nc1ccc(-c2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1
245,COc1cc(C=O)cc(c1O)[N+]([O-])=O,-2.4496899299,COc1cc(C=O)cc([N+](=O)[O-])c1O
246,CCN(CC)c1cccc(NC(C)=O)c1,-2.4693780306,CCN(CC)c1cccc(NC(C)=O)c1
247,O=[Pb],-3.5023551324,[O-2].[Pb+2]
248,Cc1ccccc1NC(N)=Nc2ccccc2C,-3.5338845835000003,Cc1ccccc1N=C(N)Nc1ccccc1C
249,CCCC(CC)COC(=O)CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,-7.098737149600001,CCCC(CC)COC(=O)CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
250,CC1(C)CCCC2(C)C3CCC(C13)C2=C,-4.412762427200001,C=C1C2CCC3C2C(C)(C)CCCC13C
251,Oc1ccccc1C(=O)OCCc2ccccc2,-4.4891053349000005,O=C(OCCc1ccccc1)c1ccccc1O
252,CC(COC(=O)c1ccccc1)OC(=O)c2ccccc2,-4.5673029377,CC(COC(=O)c1ccccc1)OC(=O)c1ccccc1
253,[Ca++].[Ca++].[Ca++].[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O,-4.6051146656,O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[Ca+2].[Ca+2].[Ca+2]
254,CCC(C)(C)C1CCCCC1OC(C)=O,-4.4462039036,CCC(C)(C)C1CCCCC1OC(C)=O
255,N#C[C](=[C]1CC[CH2]CC1)c2ccccc2,-4.4200239973,N#CC(=C1CCCCC1)c1ccccc1
256,OC(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl,-4.6202577876,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl
257,[O-][N+](=O)c1ccc(CCc2ccc(cc2)[N+]([O-])=O)cc1,-4.589885800199999,O=[N+]([O-])c1ccc(CCc2ccc([N+](=O)[O-])cc2)cc1
258,CC(C)(C)CC(C)(C)c1ccc(O)cc1,-4.4694622333,CC(C)(C)CC(C)(C)c1ccc(O)cc1
259,CCCCCCCCCc1ccc(O)cc1,-4.4980268403,CCCCCCCCCc1ccc(O)cc1
260,COc1ccc(cc1[N+]([O-])=O)C(=O)Nc2ccc(cc2)C(N)=O,-4.6536052692,COc1ccc(C(=O)Nc2ccc(C(N)=O)cc2)cc1[N+](=O)[O-]
261,[Cl-].CCCCCCCCCCCCCCCCCC[NH+](C)C,-4.6786900339,CCCCCCCCCCCCCCCCCC[NH+](C)C.[Cl-]
262,[Br-].CCCC[N+](CCCC)(CCCC)CCCC,1.3320248442,CCCC[N+](CCCC)(CCCC)CCCC.[Br-]
263,[OH-].[OH-].[Cd++],-3.3236333941,[Cd+2].[OH-].[OH-]
264,Fc1ccc2O[C@@H](CCc2c1)[C@@H]3CO3.Fc4ccc5O[C@@H](CCc5c4)[C@H]6CO6.Fc7ccc8O[C@H](CCc8c7)[C@@H]9CO9.Fc%10ccc%11O[C@H](CCc%11c%10)[C@H]%12CO%12,-3.0521011765,Fc1ccc2c(c1)CC[C@@H]([C@@H]1CO1)O2.Fc1ccc2c(c1)CC[C@@H]([C@H]1CO1)O2.Fc1ccc2c(c1)CC[C@H]([C@@H]1CO1)O2.Fc1ccc2c(c1)CC[C@H]([C@H]1CO1)O2
265,CC(C)=CCC\C(C)=C\CO,-2.3519095035,CC(C)=CCC/C(C)=C/CO
266,COc1ccccc1OC,-1.3149750669,COc1ccccc1OC
267,Nc1cnn(CCO)c1N.O[S](O)(=O)=O,0.4442593444,Nc1cnn(CCO)c1N.O=S(=O)(O)O
268,[Na+].[Na+].[O-][S](=O)(=O)c1cccc(c1)[S]([O-])(=O)=O,0.3709472853,O=S(=O)([O-])c1cccc(S(=O)(=O)[O-])c1.[Na+].[Na+]
269,CCCCOCCO[P](=O)(OCCOCCCC)OCCOCCCC,-2.7785623319,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC
270,CCCCCCOC,-2.2450853258000003,CCCCCCOC
271,[O-][N+](=O)c1cc(ccc1Cl)C(F)(F)F,-2.5337046723,O=[N+]([O-])c1cc(C(F)(F)F)ccc1Cl
272,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,-3.7709815003,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
273,CC(C)c1ccc(cc1)C(C)CC=O,-3.4598629014,CC(C)c1ccc(C(C)CC=O)cc1
274,CC1CC(=CC(C)C1CO)C,-2.3711973931,CC1=CC(C)C(CO)C(C)C1
275,CC/C(C)=C/CCC(C)(O)C=C,-2.4091286640000003,C=CC(C)(O)CC/C=C(\C)CC
276,O=C(OCC1CO1)c2ccc(C(=O)OCC3CO3)c(c2)C(=O)OCC4CO4,-2.7622964758,O=C(OCC1CO1)c1ccc(C(=O)OCC2CO2)c(C(=O)OCC2CO2)c1
277,CC1CC(C)(CO1)c2ccccc2,-2.4332379452,CC1CC(C)(c2ccccc2)CO1
278,CCCCC(CC)C(=O)OCC,-3.423291255,CCCCC(CC)C(=O)OCC
279,Oc1cccc2cccnc12,-2.3496052546,Oc1cccc2cccnc12
280,[Na+].[Na+].[Na+].CCN(c1cccc(c1)[S](=O)(=O)CCO[S]([O-])(=O)=O)c2nc(Cl)nc(Nc3ccc4C(=O)C(=N/Nc5ccc(OC)cc5[S]([O-])(=O)=O)\C(=Cc4c3)[S]([O-])(=O)=O)n2,-1.1616711076,CCN(c1cccc(S(=O)(=O)CCOS(=O)(=O)[O-])c1)c1nc(Cl)nc(Nc2ccc3c(c2)C=C(S(=O)(=O)[O-])/C(=N/Nc2ccc(OC)cc2S(=O)(=O)[O-])C3=O)n1.[Na+].[Na+].[Na+]
281,[OH-].[OH-].[Zn++],-2.1858288548,[OH-].[OH-].[Zn+2]
282,CCOc1ccccc1OCC,-2.41045076,CCOc1ccccc1OCC
283,C\C=C\C,-1.9394650737,C/C=C/C
284,OCC(O)C(O)C(O)CO,0.6252744890999999,OCC(O)C(O)C(O)CO
285,CC(=C)C=C,-2.0257332357,C=CC(=C)C
286,CCCCCCCC/C=C/CCCCCCCCNCCCNCCCNCCCN,-3.8360757577,CCCCCCCC/C=C/CCCCCCCCNCCCNCCCNCCCN
287,CC(C)CCCC(C)CCO,-3.3932597866000003,CC(C)CCCC(C)CCO
288,[Na+].[Na+].CCN1C(=C(N=Nc2ccc(cc2)[S](=O)(=O)c3ccc(cc3)N=NC4=C(O)N(CC)C(=O)C(=C4C)C[S]([O-])(=O)=O)C(=C(C[S]([O-])(=O)=O)C1=O)C)O,-2.1021873796,CCn1c(O)c(N=Nc2ccc(S(=O)(=O)c3ccc(N=Nc4c(C)c(CS(=O)(=O)[O-])c(=O)n(CC)c4O)cc3)cc2)c(C)c(CS(=O)(=O)[O-])c1=O.[Na+].[Na+]
289,CC(=O)c1ccccc1,-1.2803868403,CC(=O)c1ccccc1
290,CCCCCC(O)C(/C)=C/CC,-3.4318638977,CC/C=C(\C)C(O)CCCCC
291,CCCCOC(=O)CCC,-2.3610477791,CCCCOC(=O)CCC
292,OC(=O)c1ccccc1C(O)=O,-1.4245732761,O=C(O)c1ccccc1C(=O)O
293,O=CC1CCC2C3CCC(C3)C12,-2.4199676473,O=CC1CCC2C3CCC(C3)C12
294,CC(C)c1ccccc1C(C)C.OO,-2.4977135853,CC(C)c1ccccc1C(C)C.OO
295,Cc1cccc(C)c1O,-1.292396158,Cc1cccc(C)c1O
296,[Re],-0.4755079565,[Re]
297,CCC(O)c1ccccc1,-2.3403675905,CCC(O)c1ccccc1
298,CC(=O)c1cccc(c1)C(F)(F)F,-2.4821079167,CC(=O)c1cccc(C(F)(F)F)c1
299,Nc1ccc(Cl)cc1Cl,-2.4171742578,Nc1ccc(Cl)cc1Cl
300,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,-3.4963238418,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C
301,NN[S](=O)(=O)c1ccc(Oc2ccc(cc2)[S](=O)(=O)NN)cc1,-3.7584891954,NNS(=O)(=O)c1ccc(Oc2ccc(S(=O)(=O)NN)cc2)cc1
302,[Sr++].[O-][P]([O-])([O-])=O,-3.4683853884,O=P([O-])([O-])[O-].[Sr+2]
303,CC/C=C/CC/C=C/C=C,-3.34190657,C=C/C=C/CC/C=C/CC
304,OC\C=C/CO,0.8466851642000001,OC/C=C\CO
305,CCOCCOCCOCCOC(=O)C(C)=C,-0.6030114261,C=C(C)C(=O)OCCOCCOCCOCC
306,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](N)C2=O)C(O)=O,-2.6489777217,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](N)[C@H]2SC1
307,CCCCCCCCCC(O)=O,-3.4452161366000005,CCCCCCCCCC(=O)O
308,CC(C)C,-2.977604072,CC(C)C
309,CCCC,-2.977604072,CCCC
310,CC,-2.6913820060000004,CC
311,CC1(C)C2CC=C(CCC=O)C1C2,-3.4657606101,CC1(C)C2CC=C(CCC=O)C1C2
312,OC(=O)Cc1ccc(O)cc1,-0.3990804112,O=C(O)Cc1ccc(O)cc1
313,COc1ccc(COC(C)=O)cc1,-2.4740066421,COc1ccc(COC(C)=O)cc1
314,[H+].[NH4+].[F-].[F-],1.0233941334,[F-].[F-].[H+].[NH4+]
315,Nc1nc(N)nc(n1)c2ccccc2,-2.4941685135,Nc1nc(N)nc(-c2ccccc2)n1
316,CC(C)(C)C1CCC(CC1)OC(=O)C=C,-3.539328096,C=CC(=O)OC1CCC(C(C)(C)C)CC1
317,Brc1ccc(Br)c(C=C)c1,-4.5787304077,C=Cc1cc(Br)ccc1Br
318,Cc1ccccc1NC(=O)c2cc3ccccc3cc2O,-4.6234419541000005,Cc1ccccc1NC(=O)c1cc2ccccc2cc1O
319,COC(=O)c1nc(Cl)c(Cl)nc1N,-4.5348386091,COC(=O)c1nc(Cl)c(Cl)nc1N
320,O1[Pb]O[Pb]2O[Pb]1O2,-4.0080532109,[O-2].[O-2].[O-2].[O-2].[Pb+2].[Pb+3].[Pb+3]
321,CCCCCCCC\C=C/CCCCCCCC(=O)N(CCCC)CCCC,-4.788985440799999,CCCCCCCC/C=C\CCCCCCCC(=O)N(CCCC)CCCC
322,CC(=C)C(=O)OC1CC2CCC1(C)C2(C)C,-4.5442204359,C=C(C)C(=O)OC1CC2CCC1(C)C2(C)C
323,CCCCCCCCCOC(C)=O,-4.4708606495,CCCCCCCCCOC(C)=O
324,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC.CCCCCCCCCCCC(CC)CCCCCCC(CC)CCCCCCC.CCC1CCC(CC)CC1.Cc2cccc(C)c2.C3CCC4CC5CCCCC5CC4C3.c6ccc7ccccc7c6.c8ccc9cc%10ccccc%10cc9c8,-5.4050532611,C1CCC2CC3CCCCC3CC2C1.CCC1CCC(CC)CC1.CCCCCCCCCCCC(CC)CCCCCCC(CC)CCCCCCC.CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC.Cc1cccc(C)c1.c1ccc2cc3ccccc3cc2c1.c1ccc2ccccc2c1
325,CCCCCCCCCCCCCC.CCc1ccccc1.c2ccccc2.c3ccc4ccccc4c3.c5ccc6cc7ccccc7cc6c5,-5.0416978328,CCCCCCCCCCCCCC.CCc1ccccc1.c1ccc2cc3ccccc3cc2c1.c1ccc2ccccc2c1.c1ccccc1
326,c1ccc2ccccc2c1,-4.3112256046,c1ccc2ccccc2c1
327,Oc1ccccc1C(=O)OC2CCCCC2,-4.5540762927,O=C(OC1CCCCC1)c1ccccc1O
328,CC(=C)[C@@H]1CCC(=CC1)C,-4.346837785,C=C(C)[C@H]1CC=C(C)CC1
329,CC\C=C/CCOC(=O)C\C=C/CC,-4.5097094839,CC/C=C\CCOC(=O)C/C=C\CC
330,CC[C@]12CC[C@H]3[C@@H](CCC4=C3CC=C(C4)OC)[C@@H]1CC[C@@H]2O,-4.7025138257,CC[C@]12CC[C@@H]3C4=C(CC[C@H]3[C@@H]1CC[C@@H]2O)CC(OC)=CC4
331,CCCCCCCCCCCC(=O)OCC(O)CO,-4.6602344394,CCCCCCCCCCCC(=O)OCC(O)CO
332,COc1ccc(c(O)c1)C(=O)c2ccccc2,-4.5802538276,COc1ccc(C(=O)c2ccccc2)c(O)c1
333,CC1CCC2C(C)(C)C3CC12CC(=C3C)C(C)=O,-4.6134788776,CC(=O)C1=C(C)C2CC3(C1)C(C)CCC3C2(C)C
334,CCOC(=O)c1ccccc1,-2.3999022404,CCOC(=O)c1ccccc1
335,OC(=O)CCc1ccccc1,-1.4057514128,O=C(O)CCc1ccccc1
336,CC(C)=CCC\C(C)=C\C=O,-2.4116682055000003,CC(C)=CCC/C(C)=C/C=O
337,CCCCCCC1CCCC1=O,-3.4515155376,CCCCCCC1CCCC1=O
338,CC(C)C(=O)C(C)(C)CC=C(C)C,-3.4892158636,CC(C)=CCC(C)(C)C(=O)C(C)C
339,Oc1ccc(C=C)cc1C=C,-3.3940626837,C=Cc1ccc(O)c(C=C)c1
